behaviour,bout,start_frame,end_frame,start_s,end_s,duration_s
rearing,1,75,94,2.5,3.13,0.63
grooming,1,166,184,5.53,6.13,0.6
rearing,2,459,468,15.3,15.6,0.3
rearing,3,659,696,21.97,23.2,1.23
rearing,4,732,749,24.4,24.97,0.57
rearing,5,2315,2333,77.17,77.77,0.6
rearing,6,4319,4345,143.97,144.83,0.87
