frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,738.36,192.53,-540.703,436.94,695.181
1,0.033,586.63,370.34,-469.877,386.406,608.354
2,0.067,581.77,350.58,-403.29,338.714,526.659
3,0.1,584.6,369.39,-340.94,293.864,450.107
4,0.133,583.25,372.31,-282.829,251.855,378.713
5,0.167,578.41,351.46,-228.956,212.688,312.501
6,0.2,577.58,351.93,-179.321,176.363,251.516
7,0.233,577.08,352.11,-133.924,142.88,195.833
8,0.267,576.53,351.88,-92.766,112.239,145.613
9,0.3,576.1,351.81,-55.846,84.44,101.236
10,0.333,575.9,351.73,-23.163,59.482,63.833
11,0.367,574.99,352.08,5.281,37.366,37.738
12,0.4,579.54,372.71,29.486,18.092,34.594
13,0.433,579.83,371.77,49.454,1.66,49.482
14,0.467,580.96,371.59,65.183,-11.93,66.266
15,0.5,581.28,371.17,76.674,-22.678,79.958
16,0.533,581.92,370.85,22.253,36.788,42.995
17,0.567,582.33,370.35,20.554,28.938,35.494
18,0.6,582.76,370.56,19.278,29.158,34.954
19,0.633,583.03,370.23,15.212,19.657,24.856
20,0.667,583.64,370.15,10.318,5.298,11.599
21,0.7,584.28,369.96,6.296,-0.521,6.317
22,0.733,584.85,370.48,2.381,-5.586,6.073
23,0.767,584.05,369.77,-1.079,-8.972,9.037
24,0.8,583.95,369.12,-3.928,-10.095,10.833
25,0.833,584.43,368.12,-6.183,-8.617,10.606
26,0.867,584.77,369.73,-7.339,-3.767,8.249
27,0.9,583.61,369.59,-6.835,5.329,8.667
28,0.933,581.96,369.88,-7.192,5.824,9.254
29,0.967,581.18,370.41,-7.202,7.634,10.496
30,1.0,581.27,370.75,-7.185,8.274,10.958
31,1.033,581.3,371.13,-6.448,9.934,11.843
32,1.067,581.26,371.0,-5.803,10.952,12.395
33,1.1,581.82,371.87,-4.904,11.295,12.314
34,1.133,581.92,372.37,-3.779,11.59,12.191
35,1.167,581.27,372.6,-2.672,11.853,12.151
36,1.2,582.01,372.42,-1.505,11.461,11.559
37,1.233,582.12,373.16,-0.559,10.683,10.697
38,1.267,581.7,373.11,0.186,8.436,8.438
39,1.3,581.43,373.26,1.463,6.265,6.434
40,1.333,581.81,373.88,2.873,4.18,5.072
41,1.367,581.58,374.38,3.673,1.997,4.181
42,1.4,581.7,373.8,3.469,-0.877,3.578
43,1.433,581.22,375.93,2.698,-3.227,4.206
44,1.467,581.56,373.58,1.822,-4.907,5.234
45,1.5,581.78,375.6,0.863,-5.991,6.053
46,1.533,581.05,372.98,-0.411,-6.762,6.775
47,1.567,581.61,373.19,-2.15,-6.94,7.265
48,1.6,581.67,374.07,-4.096,-6.776,7.918
49,1.633,581.62,372.87,-6.513,-6.528,9.221
50,1.667,582.23,371.6,-8.895,-6.237,10.863
51,1.7,582.19,371.25,-11.0,-5.657,12.37
52,1.733,582.28,370.44,-13.373,-4.633,14.153
53,1.767,581.82,371.43,-15.78,-3.886,16.251
54,1.8,580.67,370.76,-17.709,-2.912,17.947
55,1.833,579.11,370.43,-18.965,-1.717,19.043
56,1.867,577.74,371.93,-19.915,-0.685,19.926
57,1.9,576.58,372.88,-20.593,-0.028,20.593
58,1.933,575.88,373.18,-21.256,0.686,21.267
59,1.967,575.36,372.87,-21.75,-0.123,21.75
60,2.0,574.63,372.23,-22.681,-0.265,22.683
61,2.033,573.77,372.21,-24.034,-1.906,24.109
62,2.067,573.47,371.34,-25.969,-2.521,26.091
63,2.1,573.01,371.51,-27.873,-3.587,28.103
64,2.133,572.67,371.23,-29.488,-5.479,29.993
65,2.167,571.64,371.19,-30.891,-7.51,31.791
66,2.2,571.05,370.74,-32.293,-9.223,33.584
67,2.233,570.35,370.29,-33.427,-10.805,35.13
68,2.267,569.67,370.38,-34.503,-11.815,36.47
69,2.3,568.5,370.12,-35.312,-12.617,37.499
70,2.333,566.67,369.57,-35.574,-12.536,37.718
71,2.367,564.51,369.0,-34.305,-12.034,36.354
72,2.4,562.61,368.58,-32.497,-11.82,34.58
73,2.433,560.68,368.25,-29.795,-11.701,32.01
74,2.467,558.99,368.1,-26.557,-11.508,28.943
75,2.5,557.92,367.72,-23.503,-11.216,26.042
76,2.533,557.1,367.51,-19.792,-10.532,22.42
77,2.567,558.54,366.48,-15.26,-9.918,18.2
78,2.6,558.29,366.11,-11.663,-8.796,14.608
79,2.633,558.07,365.51,-8.292,-7.161,10.956
80,2.667,558.4,365.62,-11.333,-11.06,15.835
81,2.7,558.58,365.66,-11.772,-11.207,16.253
82,2.733,558.66,365.88,-4.878,-2.269,5.38
83,2.767,558.86,366.3,0.228,5.732,5.736
84,2.8,558.95,365.82,3.891,12.434,13.029
85,2.833,559.13,365.43,0.67,12.143,12.161
86,2.867,557.46,366.23,-0.765,14.037,14.057
87,2.9,557.64,366.84,4.503,23.867,24.288
88,2.933,557.0,367.15,8.559,31.345,32.493
89,2.967,556.49,367.36,11.422,36.524,38.268
90,3.0,557.32,368.08,13.656,39.549,41.841
91,3.033,556.46,368.75,15.205,40.683,43.431
92,3.067,554.66,370.07,16.296,39.744,42.955
93,3.1,555.73,371.42,15.934,38.053,41.254
94,3.133,555.37,371.81,14.862,34.83,37.869
95,3.167,571.33,389.01,13.486,30.357,33.218
96,3.2,571.98,389.29,11.734,24.698,27.343
97,3.233,557.44,373.15,9.68,18.038,20.471
98,3.267,558.04,373.51,7.287,10.804,13.032
99,3.3,557.63,373.96,4.679,3.344,5.751
100,3.333,572.4,390.42,1.833,-3.721,4.148
101,3.367,572.64,390.91,-1.43,-9.863,9.966
102,3.4,558.98,374.01,-4.069,-15.433,15.96
103,3.433,558.56,374.18,-6.484,-19.983,21.009
104,3.467,558.95,374.38,-8.059,-23.239,24.596
