scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,680.753102,372.717540,1.000000
1,679.212654,372.599688,1.000000
2,677.166942,372.733058,1.000000
3,661.318719,374.668154,1.000000
4,663.491538,375.163846,1.000000
5,662.100236,375.337870,1.000000
6,660.256800,375.285333,1.000000
7,654.770459,373.487596,1.000000
8,654.270501,373.684795,1.000000
9,653.364319,373.705543,1.000000
10,652.861637,373.719779,1.000000
11,651.860882,373.605294,1.000000
12,650.243219,373.183962,1.000000
13,649.538874,373.581174,1.000000
14,648.626428,373.676531,1.000000
15,648.181606,373.815766,1.000000
16,647.515852,374.205630,1.000000
17,645.705605,375.242128,1.000000
18,645.232490,375.094358,1.000000
19,644.742802,375.355872,1.000000
20,643.502434,375.719247,1.000000
21,641.010693,376.416397,1.000000
22,638.593101,377.101474,1.000000
23,637.249744,377.444141,1.000000
24,636.403497,377.457662,1.000000
25,635.748113,377.516129,1.000000
26,635.461299,377.692122,1.000000
27,634.303484,377.921254,1.000000
28,633.330018,378.795212,1.000000
29,632.611996,378.814513,1.000000
30,633.518828,379.167744,1.000000
31,633.054924,379.025000,1.000000
32,632.466894,378.941733,1.000000
33,631.446200,379.399549,1.000000
34,629.609948,380.477562,1.000000
35,629.153112,380.171058,1.000000
36,628.809036,380.114655,1.000000
37,628.023991,380.233054,1.000000
38,626.834714,380.245759,1.000000
39,625.807952,379.478728,1.000000
40,627.013644,379.234751,1.000000
41,628.423956,379.122143,1.000000
42,629.043340,378.917694,1.000000
43,629.589372,379.157810,1.000000
44,629.701056,379.325345,1.000000
45,629.528393,379.418043,1.000000
46,629.929975,379.607699,1.000000
47,630.457260,379.510838,1.000000
48,630.387839,379.519310,1.000000
49,630.312039,379.600328,1.000000
50,630.701154,379.419209,1.000000
51,630.403494,379.511231,1.000000
52,629.950378,380.599243,1.000000
53,629.735181,380.889552,1.000000
54,629.701140,381.048122,1.000000
55,630.155150,380.999576,1.000000
56,630.345282,381.039967,1.000000
57,630.485525,380.951199,1.000000
58,630.384010,380.996272,1.000000
59,631.523998,380.384371,1.000000
60,631.448289,380.713724,1.000000
61,631.932920,380.544009,1.000000
62,632.117993,380.684045,1.000000
63,632.303620,380.424679,1.000000
64,632.226386,380.405933,1.000000
65,632.297972,380.264431,1.000000
66,632.380265,380.069033,1.000000
67,632.376222,380.213531,1.000000
68,632.413955,379.756174,1.000000
69,632.708625,379.196581,1.000000
70,633.162952,378.985780,1.000000
71,633.221260,379.238976,1.000000
72,633.281337,379.065261,1.000000
73,633.184169,379.117741,1.000000
74,632.914994,379.449036,1.000000
75,633.584391,379.155325,1.000000
76,633.827898,378.675442,1.000000
77,634.216269,379.166993,1.000000
78,633.976022,379.065252,1.000000
79,633.840426,378.984634,1.000000
80,633.839623,379.148192,1.000000
81,633.888184,379.186360,1.000000
82,633.888582,379.137100,1.000000
83,634.005915,379.138013,1.000000
84,634.080848,379.138932,1.000000
85,634.149389,379.063067,1.000000
86,634.726644,378.846982,1.000000
87,634.721900,378.779452,1.000000
88,634.693138,378.828836,1.000000
89,635.159448,378.709084,1.000000
90,635.294321,378.646201,1.000000
91,635.764460,378.641172,1.000000
92,636.116985,378.531309,1.000000
93,636.446785,378.434750,1.000000
94,636.831979,378.463442,1.000000
95,636.938043,378.830797,1.000000
96,636.946134,379.542323,1.000000
97,637.845376,379.097543,1.000000
98,638.439088,379.016442,1.000000
99,638.997406,379.184883,1.000000
100,639.246565,380.059042,1.000000
101,639.404215,380.184042,1.000000
102,640.197043,380.021442,1.000000
103,640.952363,379.748892,1.000000
104,641.391066,379.543025,1.000000
105,642.065186,379.229585,1.000000
106,642.839750,379.183143,1.000000
107,642.983402,379.049101,1.000000
108,642.885002,378.982681,1.000000
109,643.572414,378.980000,1.000000
110,644.138236,378.577120,1.000000
111,644.443960,378.601678,1.000000
112,644.777076,378.630897,1.000000
113,645.001000,378.696101,1.000000
114,645.270514,378.814543,1.000000
115,646.003253,378.557580,1.000000
116,646.591201,378.572575,1.000000
117,646.552885,378.816667,1.000000
118,646.893176,378.874043,1.000000
119,647.400951,379.196513,1.000000
120,648.023500,379.578279,1.000000
121,648.471184,379.695693,1.000000
122,648.445440,379.391654,1.000000
123,648.295503,379.265219,1.000000
124,647.720301,379.167820,1.000000
125,646.917864,378.886184,1.000000
126,647.091402,378.566981,1.000000
127,646.499017,378.376018,1.000000
128,646.114993,378.016506,1.000000
129,645.923207,376.777496,1.000000
130,646.374111,375.978947,1.000000
131,646.222222,376.290642,1.000000
132,645.960556,376.160897,1.000000
