subject_id,cohort_id,cohort,session,n_frames,n_valid_frames,session_duration_s,pct_time_bottom,pct_time_left,pct_time_right,pct_time_top,pct_time_junction,time_bottom_s,time_left_s,time_right_s,time_top_s,total_entries,bottom_entries,left_entries,right_entries,top_entries,most_visited_arm,arm_preference_index,successive_alternation_pct,tetrad_alternation_pct,perseveration_count,perseveration_rate_pct,entry_sequence,mean_speed_px_s,total_distance_px
PlusMazeMA8_3,MA8,MA8,3,9044,9016,301.47,96.99,0.16,0.06,0.0,2.8,292.39,0.48,0.18,0.0,10,8,1,1,0,bottom_arm,0.8,22.22,0.0,7,77.78,R->L->B->B->B->B->B->B->B->B,14.84,4907.9
