subject_id,cohort,group,session_duration_s,n_frames,bouts_csv_found,total_distance_px,mean_speed_px_s,max_speed_px_s,pct_time_center,pct_time_periphery,center_zone_entries,freeze_bout_count,total_freeze_s,pct_time_freeze,spatial_entropy_norm,rear_bout_count,rear_total_s,rear_pct_time,groom_bout_count,groom_total_s,groom_pct_time
MA2_1,MA2,Unknown,171.9,5157,True,7263.0,42.82,946.82,96.29,3.71,9,0,0.0,0.0,0.6932,15,27.51,16.0,19,22.66,13.18
