frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,624.04,351.18,64.317,-52.759,83.188
1,0.033,593.48,374.99,50.978,-43.384,66.94
2,0.067,626.9,351.79,38.677,-34.466,51.806
3,0.1,627.05,351.74,27.415,-26.006,37.787
4,0.133,626.28,351.98,17.191,-18.002,24.892
5,0.167,626.46,352.13,8.006,-10.455,13.168
6,0.2,602.99,357.28,-0.141,-3.365,3.368
7,0.233,602.67,357.46,-7.248,3.268,7.951
8,0.267,624.54,353.19,-13.318,9.444,16.326
9,0.3,623.42,353.49,-18.348,15.163,23.803
10,0.333,622.93,354.54,-22.34,20.425,30.27
11,0.367,600.24,359.5,-25.294,25.231,35.726
12,0.4,622.03,355.28,-27.208,29.579,40.19
13,0.433,621.69,356.9,-28.084,33.471,43.692
14,0.467,622.12,358.07,-27.922,36.905,46.278
15,0.5,621.45,359.03,-26.721,39.883,48.007
16,0.533,621.38,360.59,-35.985,45.118,57.711
17,0.567,601.6,365.16,-23.761,37.283,44.211
18,0.6,602.79,366.62,-13.287,40.276,42.411
19,0.633,622.26,366.8,-5.345,43.434,43.762
20,0.667,621.8,368.78,0.09,46.395,46.395
21,0.7,602.39,370.87,-4.317,46.212,46.413
22,0.733,602.88,371.67,13.499,48.942,50.769
23,0.767,601.2,372.39,28.197,46.738,54.585
24,0.8,610.96,373.62,36.571,47.73,60.13
25,0.833,612.77,374.39,46.535,50.333,68.549
26,0.867,615.17,375.32,63.236,57.398,85.401
27,0.9,617.0,378.03,89.424,60.628,108.039
28,0.933,637.26,381.63,98.043,60.557,115.237
29,0.967,618.69,380.36,106.537,60.967,122.748
30,1.0,622.37,383.19,112.835,62.122,128.806
31,1.033,645.75,389.34,117.181,63.804,133.425
32,1.067,649.15,392.49,118.593,65.969,135.707
33,1.1,631.73,390.2,128.595,66.605,144.82
34,1.133,635.38,391.75,137.89,66.347,153.022
35,1.167,640.05,394.0,141.871,69.898,158.155
36,1.2,663.91,405.04,137.212,70.352,154.196
37,1.233,649.01,396.48,135.256,67.709,151.257
38,1.267,670.16,407.61,117.705,68.292,136.082
39,1.3,674.49,409.06,105.953,63.753,123.655
40,1.333,678.02,409.79,93.98,55.172,108.978
41,1.367,663.89,400.61,97.354,40.379,105.396
42,1.4,666.7,401.16,95.945,27.071,99.691
43,1.433,686.29,412.63,91.408,14.916,92.617
44,1.467,688.21,413.96,66.456,-0.679,66.459
45,1.5,691.36,414.71,61.288,-4.076,61.423
46,1.533,692.88,415.9,56.068,-5.369,56.324
47,1.567,693.37,416.34,40.053,-6.86,40.636
48,1.6,691.7,416.67,20.641,-8.244,22.227
49,1.633,692.15,417.56,10.3,-6.903,12.399
50,1.667,674.0,407.29,2.131,-4.182,4.693
51,1.7,673.15,407.62,-3.181,-0.252,3.191
52,1.733,673.12,408.25,-15.372,-0.028,15.372
53,1.767,706.9,394.14,-16.054,5.85,17.087
54,1.8,707.76,396.47,-22.505,7.75,23.802
55,1.833,708.78,399.23,-29.089,8.589,30.33
56,1.867,674.6,412.68,-36.263,8.536,37.254
57,1.9,675.56,414.64,-32.722,14.009,35.595
58,1.933,676.75,416.67,-25.198,20.866,32.715
59,1.967,699.42,430.64,-24.101,22.696,33.105
60,2.0,678.07,416.03,-22.037,23.445,32.176
61,2.033,677.93,415.06,-21.276,22.373,30.874
62,2.067,677.41,413.98,-22.049,19.024,29.121
63,2.1,676.96,413.49,-23.526,13.768,27.259
64,2.133,677.45,413.55,-24.432,6.756,25.349
65,2.167,679.15,414.06,-26.241,-3.054,26.418
66,2.2,680.98,414.69,-17.566,-9.034,19.753
67,2.233,680.22,414.41,-5.175,-15.337,16.186
68,2.267,679.09,413.65,10.528,-22.313,24.672
