behaviour,bout,start_frame,end_frame,start_s,end_s,duration_s
rearing,1,417,441,13.9,14.7,0.8
rearing,2,748,775,24.93,25.83,0.9
rearing,3,1205,1244,40.17,41.47,1.3
rearing,4,1431,1443,47.7,48.1,0.4
rearing,5,2219,2322,73.97,77.4,3.43
rearing,6,2349,2482,78.3,82.73,4.43
rearing,7,2546,2605,84.87,86.83,1.97
grooming,1,3058,3072,101.93,102.4,0.47
rearing,8,3159,3177,105.3,105.9,0.6
