frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,587.33,291.16,-214.539,-251.113,330.28
1,0.033,576.23,285.86,-206.632,-233.819,312.039
2,0.067,572.1,281.43,-198.766,-217.232,294.445
3,0.1,568.87,278.17,-190.943,-201.351,277.491
4,0.133,564.64,273.9,-183.163,-186.176,261.17
5,0.167,559.52,268.32,-175.424,-171.707,245.473
6,0.2,554.37,261.98,-167.728,-157.945,230.39
7,0.233,549.13,256.63,-160.075,-144.89,215.91
8,0.267,542.32,248.53,-152.464,-132.54,202.02
9,0.3,536.13,240.77,-144.895,-120.897,188.708
10,0.333,529.75,234.05,-137.368,-109.961,175.959
11,0.367,523.27,229.22,-129.884,-99.731,163.756
12,0.4,518.27,225.62,-122.442,-90.207,152.084
13,0.433,514.22,222.8,-115.043,-81.39,140.923
14,0.467,510.99,221.65,-107.686,-73.279,130.254
15,0.5,508.72,223.17,-100.371,-65.875,120.058
16,0.533,504.06,223.5,-86.145,-60.866,105.478
17,0.567,501.12,223.71,-72.09,-55.808,91.167
18,0.6,498.79,223.57,-60.592,-50.764,79.047
19,0.633,496.24,222.56,-52.226,-46.123,69.677
20,0.667,494.06,219.88,-46.189,-41.357,61.999
21,0.7,493.98,216.79,-43.323,-36.26,56.495
22,0.733,493.83,214.14,-42.755,-30.801,52.694
23,0.767,493.83,212.49,-44.564,-25.822,51.504
24,0.8,493.03,210.44,-48.282,-18.744,51.793
25,0.833,493.02,209.2,-53.801,-8.758,54.509
26,0.867,491.83,208.45,-60.771,4.057,60.907
27,0.9,490.39,207.68,-68.436,19.886,71.267
28,0.933,487.79,206.52,-76.737,38.179,85.71
29,0.967,483.41,205.73,-85.745,58.202,103.632
30,1.0,479.79,205.1,-94.452,78.259,122.661
31,1.033,469.01,218.25,-102.835,96.686,141.149
32,1.067,467.49,223.17,-108.688,112.69,156.564
33,1.1,465.6,228.26,-112.316,125.785,168.632
34,1.133,463.44,232.93,-113.04,135.25,176.269
35,1.167,459.42,236.7,-110.43,142.072,179.942
36,1.2,457.47,240.78,-104.449,146.741,180.118
37,1.233,453.5,245.78,-95.845,149.435,177.53
38,1.267,449.14,252.3,-85.772,151.28,173.904
39,1.3,445.56,257.32,-74.742,152.724,170.032
40,1.333,442.1,261.72,-63.061,153.764,166.193
41,1.367,439.53,266.68,-52.397,154.041,162.709
42,1.4,437.66,270.09,-43.324,152.934,158.952
43,1.433,436.6,273.2,-36.449,151.454,155.778
44,1.467,437.24,276.63,-31.569,149.139,152.444
45,1.5,437.11,281.52,-28.146,147.388,150.052
46,1.533,437.45,285.98,-26.521,146.965,149.339
47,1.567,437.19,291.71,-22.342,141.255,143.011
48,1.6,437.67,297.54,-19.129,133.535,134.898
49,1.633,437.13,304.51,-17.177,125.599,126.768
50,1.667,436.45,309.51,-16.399,116.8,117.946
51,1.7,435.67,314.73,-15.904,107.584,108.753
52,1.733,433.68,320.56,-16.664,98.497,99.897
53,1.767,432.75,324.05,-17.904,89.209,90.988
54,1.8,431.23,324.98,-18.95,79.072,81.311
55,1.833,429.31,325.4,-19.632,68.459,71.218
56,1.867,428.24,325.23,-19.321,57.826,60.968
57,1.9,427.96,325.81,-18.07,46.607,49.987
58,1.933,428.07,324.54,-15.85,36.359,39.664
59,1.967,427.93,325.97,-12.783,27.645,30.458
60,2.0,428.17,326.6,-9.824,20.434,22.673
61,2.033,428.44,328.67,-6.8,14.975,16.446
62,2.067,428.55,331.37,-4.129,11.4,12.124
63,2.1,428.37,334.36,-1.685,9.698,9.843
64,2.133,428.57,333.36,-0.216,9.652,9.654
65,2.167,428.34,333.64,0.621,10.254,10.273
66,2.2,428.01,334.32,0.84,11.292,11.323
67,2.233,427.57,334.2,0.576,12.342,12.356
68,2.267,427.66,334.18,0.21,12.008,12.01
69,2.3,427.76,333.65,-0.547,11.421,11.434
70,2.333,427.9,333.47,-1.069,11.893,11.941
71,2.367,427.67,333.17,-0.903,12.878,12.91
72,2.4,427.61,334.04,-0.739,14.093,14.112
73,2.433,427.56,334.0,-0.497,14.795,14.803
74,2.467,427.42,334.22,-0.575,16.408,16.418
75,2.5,427.44,335.78,-0.69,17.675,17.689
76,2.533,427.47,336.55,-0.924,19.488,19.51
77,2.567,427.51,338.27,-1.175,20.901,20.934
78,2.6,427.45,339.11,-1.436,21.113,21.161
79,2.633,427.77,339.77,-1.656,19.27,19.341
80,2.667,427.94,340.1,-1.989,17.293,17.407
81,2.7,428.02,341.52,-2.075,14.981,15.124
82,2.733,427.6,342.58,-1.933,12.022,12.176
83,2.767,427.69,344.41,-1.259,8.492,8.585
84,2.8,427.66,344.38,-0.587,5.899,5.928
85,2.833,427.03,342.46,0.114,4.32,4.322
86,2.867,426.14,341.04,0.651,3.555,3.614
87,2.9,426.48,340.49,1.05,3.806,3.948
88,2.933,426.29,340.97,1.28,4.427,4.608
89,2.967,426.76,341.07,1.342,5.525,5.686
90,3.0,427.16,341.8,1.419,7.36,7.496
91,3.033,427.55,341.56,1.209,9.309,9.387
92,3.067,427.64,341.63,0.914,10.993,11.031
93,3.1,427.75,342.07,0.664,12.711,12.729
94,3.133,428.07,343.13,0.362,14.243,14.247
95,3.167,428.35,344.15,0.009,15.152,15.152
96,3.2,428.19,344.91,-0.625,15.449,15.461
97,3.233,428.16,346.12,-1.372,14.508,14.573
98,3.267,427.52,348.61,-2.03,12.719,12.88
99,3.3,427.33,348.15,-2.868,9.513,9.935
100,3.333,426.87,347.81,-3.757,5.418,6.593
101,3.367,426.53,347.55,-4.202,1.559,4.482
102,3.4,426.47,347.02,-4.205,-0.343,4.219
103,3.433,426.41,346.48,-3.952,-1.47,4.217
104,3.467,426.4,346.63,-3.325,-2.275,4.028
105,3.5,426.16,346.23,-2.559,-2.635,3.674
106,3.533,426.54,345.45,-1.863,-2.856,3.41
107,3.567,426.65,346.05,-1.336,-2.729,3.039
108,3.6,426.47,344.59,-0.992,-2.888,3.053
109,3.633,426.63,343.59,-0.544,-4.033,4.07
110,3.667,426.35,343.43,-0.254,-6.623,6.628
111,3.7,426.55,343.8,-0.28,-10.749,10.752
112,3.733,426.44,344.58,-0.329,-16.268,16.271
113,3.767,426.44,344.74,-0.497,-23.789,23.794
114,3.8,426.59,344.7,-0.639,-32.693,32.699
115,3.833,426.6,345.03,-0.655,-42.194,42.199
