scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,605.185729,360.503882,1.000000
1,596.003564,362.753040,1.000000
2,593.744226,362.190334,1.000000
3,592.008637,361.062924,1.000000
4,589.932568,360.405637,1.000000
5,589.705274,360.155119,1.000000
6,587.912103,359.781168,1.000000
7,588.102776,359.802323,1.000000
8,587.441657,359.964022,1.000000
9,586.306274,359.623574,1.000000
10,586.040712,359.743609,1.000000
11,584.984957,359.753479,1.000000
12,584.438613,359.597001,1.000000
13,582.632668,359.528809,1.000000
14,582.504691,360.222286,1.000000
15,582.041544,360.925576,1.000000
16,579.630370,360.982380,1.000000
17,577.699900,361.167233,1.000000
18,575.291734,361.562601,1.000000
19,572.307708,362.943515,1.000000
20,563.188878,367.659827,1.000000
21,563.340835,369.597615,1.000000
22,563.859662,370.115115,1.000000
23,564.312607,370.294679,1.000000
24,562.411283,370.979036,1.000000
25,560.300377,371.422222,1.000000
26,560.830253,371.286496,1.000000
27,560.822905,371.225446,1.000000
28,565.784216,369.750849,1.000000
29,561.241432,371.340251,1.000000
30,567.886294,369.333198,1.000000
31,568.266386,369.305873,1.000000
32,568.188380,369.442990,1.000000
33,568.425570,369.421606,1.000000
34,569.286323,369.570211,1.000000
35,570.048656,369.494707,1.000000
36,570.356355,369.267675,1.000000
37,571.088474,368.869159,1.000000
38,568.741309,369.211656,1.000000
39,568.328580,369.399878,1.000000
40,569.293412,369.181985,1.000000
41,569.138139,369.229561,1.000000
42,569.186441,368.943435,1.000000
43,569.287595,368.841596,1.000000
44,568.194876,369.036119,1.000000
45,570.307791,368.592831,1.000000
46,569.971386,368.731582,1.000000
47,572.931994,367.578053,1.000000
48,568.991851,369.249269,1.000000
49,569.661082,368.102439,1.000000
50,569.296731,367.989941,1.000000
51,569.170875,367.905513,1.000000
52,572.284320,366.272788,1.000000
53,573.393493,365.704111,1.000000
54,568.951501,368.045020,1.000000
55,567.983025,368.513322,1.000000
56,568.816544,368.795484,1.000000
57,572.231627,367.037088,1.000000
58,572.174390,366.406761,1.000000
59,572.078391,366.702069,1.000000
60,568.037630,368.407872,1.000000
61,572.101768,366.660774,1.000000
62,571.852502,366.549680,1.000000
63,572.015558,366.284825,1.000000
64,566.839761,368.735151,1.000000
65,566.412952,368.723220,1.000000
66,567.845578,368.457596,1.000000
67,571.291766,366.478106,1.000000
68,565.826478,367.034062,1.000000
69,566.857670,365.974398,1.000000
70,573.380660,362.035377,1.000000
71,573.696078,362.016738,1.000000
72,574.446366,361.253798,1.000000
73,573.258162,361.486918,1.000000
74,573.194464,361.879274,1.000000
75,572.370302,362.474565,1.000000
76,572.143151,362.427169,1.000000
77,568.520806,364.750553,1.000000
78,567.733775,365.336203,1.000000
79,573.862426,362.365138,1.000000
80,568.295281,366.317753,1.000000
81,557.760801,361.594346,1.000000
82,568.797035,364.258557,1.000000
83,575.700803,360.091948,1.000000
84,576.731274,359.669747,1.000000
85,578.255784,359.917366,1.000000
86,577.849070,359.190558,1.000000
87,569.897028,364.316869,1.000000
88,569.758981,364.123434,1.000000
89,567.051517,365.048898,1.000000
90,567.294238,367.076065,1.000000
91,573.995965,362.878941,1.000000
92,574.995853,361.896838,1.000000
93,574.395767,361.563377,1.000000
94,557.871973,361.869983,1.000000
95,574.426213,360.910955,1.000000
96,575.216107,360.180762,1.000000
97,575.762278,360.111285,1.000000
98,576.432657,359.389236,1.000000
99,557.181687,358.805284,1.000000
100,578.911557,358.951438,1.000000
101,577.227481,357.759542,1.000000
102,578.632799,357.749682,1.000000
103,578.221567,356.762876,1.000000
104,579.124566,357.747126,1.000000
105,560.285925,355.767870,1.000000
106,580.190515,357.788377,1.000000
107,581.163641,358.462894,1.000000
108,581.803692,358.775091,1.000000
109,582.610958,359.032764,1.000000
110,583.289644,359.043689,1.000000
111,583.183206,359.551254,1.000000
112,582.548695,358.692844,1.000000
113,561.216387,356.056611,1.000000
114,562.943678,357.072734,1.000000
115,561.975523,356.911962,1.000000
116,585.674661,360.356361,1.000000
117,585.879565,360.761979,1.000000
118,585.405315,359.989680,1.000000
119,585.129909,360.159869,1.000000
120,586.019628,360.876195,1.000000
121,586.527205,360.961988,1.000000
122,587.221831,361.189638,1.000000
123,587.355970,361.377114,1.000000
124,587.445502,361.591330,1.000000
125,587.866751,361.547103,1.000000
126,587.580324,361.348941,1.000000
127,587.750635,361.665989,1.000000
128,586.385907,361.294073,1.000000
129,585.857837,361.036052,1.000000
130,586.804453,361.114002,1.000000
131,587.261862,359.950739,1.000000
132,588.067515,360.336276,1.000000
