frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,711.16,370.06,38.592,16.473,41.961
1,0.033,711.19,368.81,31.408,14.493,34.591
2,0.067,711.41,368.04,24.707,12.662,27.762
3,0.1,711.84,369.11,18.488,10.982,21.503
4,0.133,712.31,371.01,12.751,9.451,15.872
5,0.167,712.15,370.57,7.497,8.07,11.015
6,0.2,712.6,370.65,2.725,6.839,7.361
7,0.233,712.84,370.45,-1.565,5.757,5.966
8,0.267,712.64,369.92,-5.371,4.825,7.22
9,0.3,712.43,369.97,-8.696,4.043,9.59
10,0.333,712.46,370.3,-11.538,3.411,12.032
11,0.367,712.14,370.8,-13.898,2.928,14.203
12,0.4,711.81,371.31,-15.775,2.595,15.987
13,0.433,711.62,372.07,-17.17,2.412,17.339
14,0.467,711.49,372.77,-18.082,2.379,18.238
15,0.5,711.16,373.12,-18.512,2.496,18.68
16,0.533,710.65,373.21,-19.78,1.883,19.87
17,0.567,710.18,373.27,-19.827,2.341,19.965
18,0.6,709.58,373.07,-17.579,4.439,18.13
19,0.633,708.37,372.6,-14.36,6.29,15.677
20,0.667,707.37,372.29,-11.162,6.873,13.109
21,0.7,706.48,372.41,-8.557,7.027,11.072
22,0.733,705.86,371.91,-6.104,6.224,8.718
23,0.767,705.58,371.96,-3.795,5.108,6.363
24,0.8,705.47,372.33,-0.204,4.922,4.927
25,0.833,704.79,372.3,2.496,5.183,5.753
26,0.867,704.69,373.12,5.633,6.079,8.287
27,0.9,705.5,374.25,7.741,7.201,10.573
28,0.933,706.85,375.46,9.103,8.242,12.28
29,0.967,708.71,376.72,9.168,9.042,12.876
30,1.0,711.78,377.56,8.526,9.641,12.87
31,1.033,711.26,376.91,7.274,9.543,12.0
32,1.067,711.82,376.65,5.899,9.62,11.285
33,1.1,709.04,374.58,3.462,9.54,10.149
34,1.133,707.44,374.07,0.708,8.977,9.005
35,1.167,707.17,374.16,-1.829,8.342,8.54
36,1.2,708.95,374.71,-3.242,7.405,8.084
37,1.233,709.56,376.6,-3.798,6.29,7.348
38,1.267,710.18,378.31,-3.824,5.463,6.668
39,1.3,707.31,378.18,-3.166,5.038,5.95
40,1.333,708.44,378.61,-1.79,5.013,5.323
41,1.367,706.07,378.2,0.337,5.536,5.546
42,1.4,706.58,378.12,2.992,6.208,6.892
43,1.433,706.69,378.48,6.132,6.647,9.043
44,1.467,708.18,378.72,9.155,6.496,11.226
45,1.5,708.71,378.46,11.468,5.498,12.717
46,1.533,709.29,379.38,11.82,3.602,12.356
47,1.567,708.93,378.51,11.515,1.448,11.606
48,1.6,710.81,377.86,9.96,-0.911,10.002
49,1.633,711.87,378.07,8.928,-2.256,9.209
50,1.667,712.97,377.93,8.37,-2.74,8.807
51,1.7,712.17,378.52,7.633,-2.476,8.025
52,1.733,711.75,378.83,6.369,-1.689,6.589
53,1.767,711.93,379.2,5.244,-1.502,5.455
54,1.8,711.6,379.13,3.079,-1.92,3.628
55,1.833,710.91,378.73,1.227,-2.166,2.49
56,1.867,710.88,378.42,-2.07,-2.322,3.11
57,1.9,711.24,378.01,-4.834,-1.96,5.216
58,1.933,710.84,377.73,-7.861,-1.102,7.938
59,1.967,710.7,377.7,-10.739,0.018,10.74
60,2.0,710.57,377.68,-12.083,0.814,12.11
61,2.033,710.55,377.74,-10.92,1.22,10.988
62,2.067,710.55,378.03,-8.286,0.817,8.327
63,2.1,710.48,378.2,-4.241,0.524,4.273
64,2.133,710.37,378.39,-0.637,0.562,0.849
65,2.167,710.22,378.23,2.265,0.79,2.398
66,2.2,710.89,378.04,3.415,1.469,3.718
67,2.233,709.91,377.95,3.476,2.361,4.202
68,2.267,707.32,378.72,2.9,3.256,4.36
69,2.3,706.17,379.2,1.433,3.957,4.208
70,2.333,706.32,379.69,-0.683,4.549,4.6
71,2.367,707.36,379.75,-2.992,5.152,5.958
72,2.4,709.19,379.62,-5.618,5.755,8.043
73,2.433,711.73,379.06,-8.383,6.458,10.582
74,2.467,715.34,378.09,-10.82,7.267,13.034
75,2.5,715.0,378.09,-12.594,8.078,14.962
76,2.533,712.07,378.96,-14.437,8.9,16.959
77,2.567,709.62,379.72,-16.496,9.516,19.044
78,2.6,707.12,380.6,-17.501,10.142,20.227
79,2.633,705.15,381.45,-17.761,10.595,20.681
80,2.667,703.24,382.05,-17.582,10.716,20.591
81,2.7,702.78,382.46,-17.145,10.589,20.151
82,2.733,703.08,382.38,-16.989,10.303,19.869
83,2.767,702.72,382.57,-16.591,9.835,19.287
84,2.8,702.58,382.78,-15.438,8.826,17.783
85,2.833,702.82,382.97,-13.309,7.222,15.142
86,2.867,703.17,383.19,-9.416,5.332,10.821
87,2.9,703.79,383.38,-4.793,3.153,5.737
88,2.933,703.9,383.52,-0.334,0.905,0.964
89,2.967,703.95,383.58,3.034,-0.979,3.188
90,3.0,703.03,383.61,3.828,-1.962,4.301
91,3.033,703.75,383.53,3.281,-2.178,3.939
92,3.067,705.33,383.83,2.413,-1.992,3.129
93,3.1,704.25,383.27,1.502,-1.517,2.134
94,3.133,703.31,382.87,1.251,-1.033,1.622
95,3.167,702.66,382.58,1.345,-0.583,1.466
96,3.2,702.2,382.46,1.51,-0.106,1.514
