frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,635.39,377.19,-47.894,300.753,304.543
1,0.033,630.76,377.12,-28.32,247.821,249.434
2,0.067,641.63,374.24,-10.018,197.911,198.164
3,0.1,642.78,372.14,7.013,151.024,151.187
4,0.133,661.93,376.02,22.773,107.161,109.554
5,0.167,643.79,371.5,37.26,66.32,76.07
6,0.2,663.99,375.19,50.476,28.502,57.967
7,0.233,665.22,374.65,62.421,-6.293,62.737
8,0.267,666.34,374.16,73.093,-38.066,82.411
9,0.3,667.29,373.68,82.495,-66.815,106.158
10,0.333,649.86,370.39,90.624,-92.541,129.524
11,0.367,650.41,370.02,97.482,-115.245,150.944
12,0.4,651.14,370.33,103.068,-134.925,169.787
13,0.433,671.85,355.21,107.382,-151.583,185.764
14,0.467,670.61,371.1,110.425,-165.217,198.722
15,0.5,670.99,370.61,112.197,-175.829,208.576
16,0.533,671.06,370.32,134.589,-223.808,261.159
17,0.567,670.88,370.25,151.626,-252.74,294.734
18,0.6,670.37,370.43,157.344,-263.229,306.671
19,0.633,669.83,370.64,156.842,-257.235,301.279
20,0.667,669.57,370.83,140.897,-240.004,278.305
21,0.7,677.24,348.17,128.571,-209.673,245.954
22,0.733,678.68,350.88,103.088,-172.176,200.678
23,0.767,669.12,371.01,36.664,-66.142,75.625
24,0.8,777.48,182.52,21.741,-52.821,57.12
25,0.833,773.08,183.18,-0.263,-30.784,30.785
26,0.867,767.19,184.31,-17.079,-0.873,17.101
27,0.9,667.73,370.63,-33.263,33.374,47.12
28,0.933,707.61,298.97,-41.635,66.901,78.798
29,0.967,719.38,275.93,-65.933,112.033,129.994
30,1.0,667.12,370.79,-93.483,145.442,172.894
31,1.033,666.89,370.73,-114.688,174.413,208.742
32,1.067,666.56,370.66,-128.786,196.01,234.533
33,1.1,666.18,370.63,-135.095,208.295,248.269
34,1.133,665.9,370.6,-131.948,209.293,247.414
35,1.167,665.59,370.62,-115.252,200.347,231.132
36,1.2,665.44,370.69,-93.159,168.2,192.276
37,1.233,665.35,370.69,-54.382,131.797,142.576
38,1.267,763.77,199.13,-9.65,75.585,76.199
39,1.3,664.86,370.7,48.558,-12.39,50.114
40,1.333,664.59,370.72,52.642,-13.633,54.379
41,1.367,664.33,370.7,41.293,9.456,42.362
42,1.4,664.18,370.69,13.35,61.794,63.22
43,1.433,649.44,376.78,23.755,37.646,44.514
44,1.467,664.13,370.84,13.128,46.473,48.292
45,1.5,680.12,378.43,-12.324,79.452,80.402
46,1.533,680.47,379.88,-18.286,74.159,76.38
47,1.567,681.14,382.55,-23.034,64.964,68.927
48,1.6,682.67,384.12,-25.995,51.644,57.817
49,1.633,683.16,383.72,-26.569,33.942,43.104
50,1.667,674.98,371.12,-24.215,11.336,26.737
51,1.7,686.73,380.01,-18.342,-16.802,24.874
52,1.733,663.86,373.13,-8.546,-50.381,51.101
53,1.767,663.95,373.4,5.671,-90.334,90.512
54,1.8,664.01,371.63,-34.878,-32.4,47.605
55,1.833,664.11,370.86,-38.398,-34.224,51.437
56,1.867,664.28,368.92,-40.172,-33.77,52.481
57,1.9,664.35,368.51,-39.834,-30.91,50.42
58,1.933,664.31,367.96,-37.143,-25.549,45.082
59,1.967,664.22,368.93,-22.983,-21.304,31.338
60,2.0,664.23,368.69,-10.654,-12.547,16.46
61,2.033,664.23,368.86,-4.189,-5.942,7.27
62,2.067,664.24,368.35,-2.087,6.035,6.386
63,2.1,664.27,367.66,0.869,12.649,12.679
64,2.133,664.28,366.7,3.113,14.19,14.528
65,2.167,664.23,366.2,3.937,11.529,12.183
66,2.2,664.09,366.66,7.365,11.901,13.996
67,2.233,664.09,366.66,2.557,5.926,6.454
68,2.267,664.12,368.86,9.902,-4.189,10.752
69,2.3,664.14,371.07,15.389,-12.623,19.904
