scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,694.234269,360.981514,1.000000
1,692.482746,361.245914,1.000000
2,693.800562,361.889396,1.000000
3,694.177080,362.882982,1.000000
4,693.838352,363.682935,1.000000
5,690.980137,364.517154,1.000000
6,692.896181,365.350389,1.000000
7,693.531107,366.937786,1.000000
8,693.580952,368.119929,1.000000
9,698.645935,371.095562,1.000000
10,696.172414,371.244363,1.000000
11,701.101889,375.836291,1.000000
12,703.622419,376.512094,1.000000
13,701.963524,375.635549,1.000000
14,701.929997,376.669943,1.000000
15,702.566636,376.876670,1.000000
16,701.778316,376.136496,1.000000
17,700.246007,374.907577,1.000000
18,692.585759,373.767450,1.000000
19,692.602967,373.478276,1.000000
20,692.230989,373.124598,1.000000
21,692.279474,373.106534,1.000000
22,692.523388,373.172927,1.000000
23,693.162823,373.809224,1.000000
24,694.169898,374.117730,1.000000
25,693.595552,374.224114,1.000000
26,693.915121,374.166191,1.000000
27,694.344523,374.355830,1.000000
28,694.035535,374.363245,1.000000
29,694.009660,374.377460,1.000000
30,693.937008,374.638153,1.000000
31,693.757134,376.640726,1.000000
32,693.609228,374.700454,1.000000
33,693.820139,374.692361,1.000000
34,693.258278,374.673405,1.000000
35,691.992860,374.356341,1.000000
36,692.281388,374.444369,1.000000
37,696.301306,376.731654,1.000000
38,701.958929,377.951786,1.000000
39,696.739242,375.590559,1.000000
40,693.045138,374.477597,1.000000
41,702.253691,377.029226,1.000000
42,700.400059,376.647461,1.000000
43,700.098600,376.580280,1.000000
44,693.766950,374.970356,1.000000
45,694.405493,375.178998,1.000000
46,693.867327,374.421122,1.000000
47,694.182711,375.019949,1.000000
48,694.590138,375.175879,1.000000
49,694.049701,375.014470,1.000000
50,692.981891,374.856661,1.000000
51,690.466601,372.140542,1.000000
52,691.973971,374.518765,1.000000
53,691.031683,373.252230,1.000000
54,698.308027,376.326803,1.000000
55,689.016357,372.718779,1.000000
56,689.135882,372.746765,1.000000
57,687.356666,372.681963,1.000000
58,686.547293,372.199881,1.000000
59,686.765145,372.309161,1.000000
60,685.834336,371.442273,1.000000
61,684.658655,371.233648,1.000000
62,684.261548,371.349515,1.000000
63,686.363112,371.906052,1.000000
64,684.714327,371.460587,1.000000
65,687.589266,373.485487,1.000000
66,693.644270,375.406947,1.000000
67,687.325994,373.752685,1.000000
68,687.198787,373.695065,1.000000
69,687.366359,373.824517,1.000000
70,688.538505,374.296920,1.000000
71,688.288112,375.133986,1.000000
72,685.569364,376.211508,1.000000
73,693.060041,376.628882,1.000000
74,691.597847,378.019814,1.000000
75,682.218570,377.593476,1.000000
76,683.420085,376.354289,1.000000
77,683.854270,379.259150,1.000000
78,684.156093,379.329986,1.000000
79,682.198473,375.111778,1.000000
80,682.594111,377.929800,1.000000
81,683.716737,378.072638,1.000000
82,683.010939,377.617122,1.000000
83,682.774030,377.552879,1.000000
84,682.850062,377.378580,1.000000
85,689.828141,376.964322,1.000000
86,682.677939,375.791281,1.000000
87,682.744101,375.567383,1.000000
88,686.324821,372.993400,1.000000
89,694.832824,375.444444,1.000000
90,681.196132,371.116050,1.000000
91,680.293627,370.599266,1.000000
92,679.612861,370.581693,1.000000
93,679.340760,370.111730,1.000000
94,678.703728,370.172879,1.000000
95,678.290395,370.124317,1.000000
96,676.629652,370.117755,1.000000
97,676.094965,370.180283,1.000000
98,676.262715,370.733229,1.000000
99,674.297555,370.439177,1.000000
100,674.117826,370.854844,1.000000
101,674.049156,370.922799,1.000000
102,669.155550,376.031608,1.000000
103,669.474873,377.004127,1.000000
104,669.397055,377.181350,1.000000
105,671.696115,372.154245,1.000000
106,672.474956,372.307222,1.000000
107,672.528732,372.365579,1.000000
108,672.417072,372.372100,1.000000
109,672.901690,372.471268,1.000000
110,669.913428,375.214033,1.000000
111,670.103134,375.066987,1.000000
112,669.420305,375.341117,1.000000
113,669.521204,374.707068,1.000000
114,669.472215,375.405582,1.000000
115,670.161441,375.660275,1.000000
116,674.147688,371.371387,1.000000
117,669.006538,375.091275,1.000000
118,668.664500,375.126000,1.000000
119,673.139340,371.345017,1.000000
120,673.274471,371.380653,1.000000
121,673.516306,371.221356,1.000000
122,673.676835,371.282014,1.000000
123,673.779734,371.106524,1.000000
124,674.025472,371.060103,1.000000
125,673.952367,371.001435,1.000000
126,674.081703,370.888665,1.000000
127,673.754959,370.976079,1.000000
128,673.695033,370.790590,1.000000
129,677.284057,372.720529,1.000000
130,676.803055,372.218650,1.000000
131,673.928133,370.066316,1.000000
132,673.277986,369.659856,1.000000
