scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,654.479975,374.556607,1.000000
1,644.401630,369.302691,1.000000
2,626.754890,366.209210,1.000000
3,621.604779,365.332458,1.000000
4,618.491467,364.953067,1.000000
5,614.495227,364.733296,1.000000
6,613.718205,364.478422,1.000000
7,613.406711,363.970784,1.000000
8,613.529242,363.767502,1.000000
9,611.387968,362.441682,1.000000
10,610.871930,361.597762,1.000000
11,610.127896,361.434584,1.000000
12,639.332412,376.259771,1.000000
13,612.550850,363.012056,1.000000
14,614.379428,363.724984,1.000000
15,618.634830,370.010641,1.000000
16,616.290373,364.842584,1.000000
17,626.955344,376.029454,1.000000
18,616.125528,371.725865,1.000000
19,619.400000,371.121925,1.000000
20,616.550014,372.091293,1.000000
21,618.882434,370.919879,1.000000
22,618.963348,373.565372,1.000000
23,616.233078,371.461742,1.000000
24,616.985552,372.709915,1.000000
25,620.898720,371.720120,1.000000
26,621.593997,371.664393,1.000000
27,621.591526,371.440521,1.000000
28,620.861257,371.613351,1.000000
29,621.293974,370.839848,1.000000
30,621.470244,370.735388,1.000000
31,619.204151,368.237987,1.000000
32,621.250264,370.107709,1.000000
33,616.782167,371.770598,1.000000
34,617.082119,371.869114,1.000000
35,617.196624,371.746554,1.000000
36,617.070696,371.886055,1.000000
37,617.242416,372.063431,1.000000
38,617.243228,372.081262,1.000000
39,617.242205,372.099944,1.000000
40,616.347801,372.413912,1.000000
41,616.639102,372.477124,1.000000
42,615.841242,371.761576,1.000000
43,616.015012,372.071305,1.000000
44,621.390080,370.654424,1.000000
45,621.215561,370.785505,1.000000
46,620.916229,370.320378,1.000000
47,621.042037,370.211488,1.000000
48,621.565003,370.454498,1.000000
49,616.192677,371.712002,1.000000
50,616.143812,371.618826,1.000000
51,615.805483,371.365413,1.000000
52,616.261080,371.864205,1.000000
53,616.022010,371.977990,1.000000
54,621.204136,370.597826,1.000000
55,620.997147,370.651362,1.000000
56,621.497614,370.323788,1.000000
57,621.511831,370.405729,1.000000
58,623.069283,371.165455,1.000000
59,617.725664,372.127648,1.000000
60,619.928737,368.960496,1.000000
61,617.135752,372.116790,1.000000
62,617.420669,372.130599,1.000000
63,620.084841,372.936306,1.000000
64,615.565745,370.651242,1.000000
65,621.597226,368.979848,1.000000
66,619.956169,366.987554,1.000000
67,621.044952,367.905214,1.000000
68,620.912218,367.715349,1.000000
69,621.011239,367.515453,1.000000
70,614.169222,367.988849,1.000000
71,619.665885,370.459115,1.000000
72,621.263132,366.206373,1.000000
73,620.927117,365.448098,1.000000
74,622.068526,365.858620,1.000000
75,623.033188,366.383963,1.000000
76,623.123906,366.780326,1.000000
77,612.146243,365.981955,1.000000
78,612.412486,366.258997,1.000000
79,612.894408,367.244678,1.000000
80,618.211808,369.830553,1.000000
81,618.176045,369.221993,1.000000
82,608.807828,361.816490,1.000000
83,608.842294,361.815901,1.000000
84,609.660314,361.419258,1.000000
85,610.133445,361.943144,1.000000
86,609.789369,361.102344,1.000000
87,609.243926,360.156139,1.000000
88,622.479415,359.694745,1.000000
89,624.618113,364.611729,1.000000
90,624.789733,364.158697,1.000000
91,623.942433,363.848886,1.000000
92,615.863133,364.782173,1.000000
93,625.535914,364.926022,1.000000
94,625.258865,364.900044,1.000000
95,615.696792,355.369317,1.000000
96,614.219907,353.412905,1.000000
97,599.918601,347.400416,1.000000
98,611.763565,349.942929,1.000000
99,609.595509,348.593235,1.000000
100,606.744205,348.097355,1.000000
101,607.162933,348.618933,1.000000
102,610.858718,355.409674,1.000000
103,605.360589,351.933912,1.000000
104,606.163557,352.231974,1.000000
105,605.344057,351.635866,1.000000
106,604.707334,350.675507,1.000000
107,603.996256,350.565512,1.000000
108,584.204117,331.322052,1.000000
109,599.522052,346.929138,1.000000
110,602.464731,345.693618,1.000000
111,595.700794,339.523539,1.000000
112,595.432740,337.764314,1.000000
113,580.952916,322.154292,1.000000
114,580.730839,320.532147,1.000000
115,580.500540,316.846597,1.000000
116,580.788565,315.154621,1.000000
117,580.567680,312.750345,1.000000
118,580.755501,310.211666,1.000000
119,581.241672,308.369816,1.000000
120,590.761391,320.593421,1.000000
121,593.869646,320.774940,1.000000
122,598.196913,327.111526,1.000000
123,597.419439,326.533145,1.000000
124,596.025382,323.483243,1.000000
125,582.496443,290.599027,1.000000
126,582.413243,287.034703,1.000000
127,581.977432,284.447082,1.000000
128,581.571657,279.502196,1.000000
129,580.192537,276.581977,1.000000
130,579.036910,274.217275,1.000000
131,578.154229,272.124378,1.000000
132,577.487443,269.699011,1.000000
