behaviour,bout,start_frame,end_frame,start_s,end_s,duration_s
rearing,1,37,67,1.23,2.23,1.0
rearing,2,324,371,10.8,12.37,1.57
rearing,3,689,729,22.97,24.3,1.33
rearing,4,783,801,26.1,26.7,0.6
rearing,5,878,946,29.27,31.53,2.27
rearing,6,1016,1038,33.87,34.6,0.73
rearing,7,1236,1291,41.2,43.03,1.83
rearing,8,1791,1892,59.7,63.07,3.37
rearing,9,2026,2062,67.53,68.73,1.2
grooming,1,2180,2197,72.67,73.23,0.57
grooming,2,4805,5031,160.17,167.7,7.53
