subject_id,cohort,group,session_duration_s,n_frames,bouts_csv_found,total_distance_px,mean_speed_px_s,max_speed_px_s,pct_time_center,pct_time_periphery,center_zone_entries,freeze_bout_count,total_freeze_s,pct_time_freeze,spatial_entropy_norm,rear_bout_count,rear_total_s,rear_pct_time,groom_bout_count,groom_total_s,groom_pct_time
MA7_2,MA7,Aspartame+Grapefruit,177.0,5311,True,7876.0,44.64,878.95,19.22,80.78,14,9,9.2,5.2,0.8351,19,30.75,17.37,22,24.3,13.73
