frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,560.71,360.62,-15.692,-9.172,18.176
1,0.033,560.26,361.06,-13.884,-7.15,15.617
2,0.067,559.83,361.53,-12.195,-5.263,13.282
3,0.1,559.64,361.52,-10.625,-3.513,11.191
4,0.133,559.17,361.26,-9.174,-1.898,9.368
5,0.167,558.86,361.25,-7.842,-0.42,7.853
6,0.2,557.56,360.6,-6.629,0.923,6.693
7,0.233,556.09,361.01,-5.535,2.13,5.93
8,0.267,556.55,361.08,-4.56,3.201,5.571
9,0.3,556.5,361.1,-3.704,4.135,5.551
10,0.333,556.69,360.74,-2.966,4.935,5.758
11,0.367,556.83,361.24,-2.348,5.598,6.07
12,0.4,558.67,361.78,-1.849,6.125,6.398
13,0.433,558.41,361.74,-1.469,6.516,6.68
14,0.467,558.88,361.76,-1.208,6.771,6.878
15,0.5,558.76,361.92,-1.066,6.891,6.973
16,0.533,558.57,362.11,-1.781,8.643,8.825
17,0.567,558.53,362.36,-2.769,8.706,9.136
18,0.6,557.96,362.67,-3.719,8.121,8.932
19,0.633,557.11,363.36,-4.696,6.864,8.317
20,0.667,557.19,363.45,-5.562,5.395,7.749
21,0.7,556.6,363.62,-6.719,3.752,7.696
22,0.733,555.97,363.73,-7.188,2.784,7.708
23,0.767,555.98,363.99,-6.595,1.594,6.785
24,0.8,556.26,364.04,-5.882,-0.698,5.923
25,0.833,555.39,363.98,-4.713,-3.234,5.716
26,0.867,555.34,364.24,-3.48,-4.742,5.882
27,0.9,555.57,364.04,-1.8,-6.126,6.385
28,0.933,555.61,363.75,-0.93,-7.393,7.452
29,0.967,555.39,363.47,0.508,-8.206,8.222
30,1.0,556.68,362.8,1.32,-8.678,8.778
31,1.033,556.01,359.7,2.153,-9.472,9.714
32,1.067,556.51,361.28,2.565,-10.63,10.935
33,1.1,556.5,360.96,2.345,-12.159,12.383
34,1.133,556.31,361.21,2.943,-13.983,14.289
35,1.167,556.0,361.0,2.554,-16.228,16.428
36,1.2,556.5,360.54,2.916,-18.457,18.686
37,1.233,556.3,358.83,2.833,-20.421,20.617
38,1.267,556.06,357.67,2.847,-22.025,22.208
39,1.3,556.18,359.08,2.415,-23.454,23.578
40,1.333,556.08,359.58,1.646,-24.576,24.631
41,1.367,556.76,357.88,0.896,-25.187,25.203
42,1.4,556.77,356.93,-0.187,-25.516,25.517
43,1.433,557.31,355.58,-0.813,-25.46,25.473
44,1.467,556.4,353.64,-1.532,-25.034,25.081
45,1.5,556.93,351.49,-2.102,-24.674,24.763
46,1.533,556.42,350.5,-3.374,-23.349,23.592
47,1.567,556.75,349.83,-4.615,-20.26,20.779
48,1.6,557.48,349.49,-6.071,-17.39,18.419
49,1.633,555.24,349.38,-7.474,-14.228,16.072
50,1.667,557.29,349.5,-8.735,-11.266,14.256
51,1.7,554.72,349.64,-9.64,-8.364,12.763
52,1.733,554.85,349.48,-9.751,-5.55,11.22
53,1.767,554.16,349.32,-9.394,-2.336,9.68
54,1.8,554.1,349.5,-9.738,1.023,9.792
55,1.833,553.5,349.74,-10.691,3.21,11.162
56,1.867,553.49,349.71,-11.024,4.137,11.775
57,1.9,554.01,349.68,-10.729,4.825,11.764
58,1.933,552.54,349.7,-10.785,4.866,11.832
59,1.967,552.16,349.73,-12.126,4.538,12.947
60,2.0,551.68,350.76,-13.994,4.204,14.611
61,2.033,551.33,349.88,-16.229,4.326,16.796
62,2.067,551.44,350.22,-18.266,4.774,18.879
63,2.1,551.16,350.25,-20.728,5.385,21.416
64,2.133,550.77,350.48,-23.388,6.18,24.19
65,2.167,550.47,350.87,-24.624,6.936,25.583
66,2.2,550.03,350.98,-27.118,7.5,28.136
67,2.233,547.3,350.98,-28.073,8.031,29.199
68,2.267,544.99,351.21,-28.69,8.604,29.953
69,2.3,545.34,351.8,-28.208,9.149,29.654
70,2.333,545.89,352.19,-27.368,9.722,29.044
71,2.367,544.23,352.69,-24.262,10.009,26.245
72,2.4,540.83,352.92,-21.393,10.621,23.884
73,2.433,539.33,353.32,-19.051,11.272,22.136
74,2.467,539.41,353.55,-16.562,11.15,19.966
75,2.5,540.21,353.97,-13.792,10.712,17.463
76,2.533,539.88,354.37,-10.696,9.333,14.196
77,2.567,539.59,354.4,-7.838,7.998,11.199
78,2.6,540.17,354.69,-6.175,6.233,8.774
79,2.633,539.81,354.73,-5.364,4.173,6.796
80,2.667,539.18,355.04,-5.589,1.924,5.911
