subject_id,cohort_id,cohort,session,n_frames,n_valid_frames,session_duration_s,pct_time_bottom,pct_time_left,pct_time_right,pct_time_top,pct_time_junction,time_bottom_s,time_left_s,time_right_s,time_top_s,total_entries,bottom_entries,left_entries,right_entries,top_entries,most_visited_arm,arm_preference_index,successive_alternation_pct,tetrad_alternation_pct,perseveration_count,perseveration_rate_pct,entry_sequence,mean_speed_px_s,total_distance_px
PlusMazeMA3_1,MA3,Aspartame,1,9001,9001,300.03,56.47,1.03,4.9,32.0,5.6,169.43,3.09,14.7,96.01,13,6,1,3,3,bottom_arm,0.3846,50.0,0.0,6,50.0,R->R->L->B->B->B->B->R->B->T->T->T->B,22.66,6799.1
