frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,528.41,354.15,-76.639,50.752,91.92
1,0.033,548.13,363.15,-79.677,49.051,93.565
2,0.067,545.2,362.75,-82.388,47.197,94.949
3,0.1,540.7,362.35,-84.773,45.188,96.065
4,0.133,535.87,361.86,-86.831,43.026,96.906
5,0.167,512.26,352.03,-88.562,40.71,97.471
6,0.2,508.46,351.68,-89.966,38.24,97.756
7,0.233,505.09,353.36,-91.044,35.616,97.763
8,0.267,517.26,365.69,-91.795,32.838,97.492
9,0.3,512.52,366.55,-92.22,29.907,96.948
10,0.333,507.55,367.09,-92.317,26.821,96.135
11,0.367,502.84,367.25,-92.088,23.582,95.06
12,0.4,515.51,380.03,-91.533,20.189,93.733
13,0.433,511.82,379.81,-90.65,16.642,92.165
14,0.467,508.42,379.68,-89.441,12.941,90.373
15,0.5,487.33,365.38,-87.905,9.087,88.374
16,0.533,502.73,378.37,-80.953,2.832,81.002
17,0.567,499.38,378.79,-83.569,-7.409,83.897
18,0.6,496.59,378.6,-87.637,-17.888,89.444
19,0.633,476.36,363.3,-92.953,-28.195,97.135
20,0.667,473.1,362.99,-99.668,-37.855,106.614
21,0.7,470.72,362.6,-94.944,-40.778,103.331
22,0.733,484.86,380.3,-85.576,-39.498,94.252
23,0.767,468.07,362.32,-70.071,-34.37,78.046
24,0.8,468.26,362.39,-57.148,-31.559,65.283
25,0.833,468.57,362.59,-41.917,-26.928,49.821
26,0.867,468.48,362.79,-24.962,-20.328,32.192
27,0.9,467.77,362.86,-5.643,-11.545,12.85
28,0.933,467.15,362.83,5.829,-8.162,10.03
29,0.967,466.92,362.69,10.677,-1.51,10.784
30,1.0,467.48,362.61,14.413,1.091,14.455
31,1.033,468.43,362.58,27.361,8.353,28.607
32,1.067,469.77,362.65,31.708,7.727,32.635
33,1.1,470.91,362.79,33.786,3.367,33.953
34,1.133,473.24,362.91,32.266,-4.582,32.589
35,1.167,477.27,362.99,41.35,-11.656,42.961
36,1.2,479.01,363.11,44.931,-11.774,46.448
37,1.233,481.38,363.08,49.539,-11.553,50.869
38,1.267,480.9,362.97,45.375,-21.308,50.129
39,1.3,478.53,362.85,46.912,-23.883,52.642
40,1.333,477.84,362.73,47.764,-25.692,54.236
41,1.367,478.98,362.59,47.687,-26.855,54.729
42,1.4,479.33,362.5,47.191,-27.347,54.542
43,1.433,479.79,362.47,47.116,-26.932,54.27
44,1.467,491.89,350.42,47.844,-25.349,54.144
45,1.5,493.65,350.59,49.566,-22.763,54.543
46,1.533,494.78,350.48,51.91,-19.299,55.381
47,1.567,496.04,350.31,54.065,-15.396,56.215
48,1.6,496.75,350.57,55.157,-11.148,56.272
49,1.633,498.33,350.79,56.234,-6.181,56.573
50,1.667,488.31,363.53,56.832,-0.811,56.838
51,1.7,500.38,352.74,55.584,4.64,55.777
52,1.733,501.45,353.97,52.825,9.941,53.752
53,1.767,502.77,354.99,47.956,14.765,50.177
54,1.8,504.16,355.33,41.572,18.853,45.647
55,1.833,505.98,355.69,34.5,21.496,40.649
56,1.867,508.32,356.41,26.677,22.608,34.969
57,1.9,510.22,357.27,19.113,22.199,29.293
58,1.933,511.19,357.89,12.815,19.598,23.415
59,1.967,511.39,357.91,8.471,14.614,16.891
60,2.0,510.65,358.19,-0.054,14.178,14.178
61,2.033,509.37,358.51,-8.615,13.849,16.31
62,2.067,508.94,359.69,-16.836,13.902,21.833
63,2.1,510.11,361.07,-24.579,14.374,28.473
64,2.133,509.35,361.32,-31.354,15.175,34.834
65,2.167,507.6,361.61,-37.701,16.585,41.188
66,2.2,505.23,361.96,-36.474,11.03,38.106
67,2.233,502.71,362.03,-37.669,9.505,38.849
68,2.267,499.42,362.11,-32.328,2.74,32.444
69,2.3,497.23,362.04,-28.203,-1.17,28.227
70,2.333,497.0,362.89,-25.007,-2.321,25.114
71,2.367,498.23,363.46,-27.586,3.171,27.768
72,2.4,497.64,363.28,-28.547,7.441,29.501
73,2.433,497.22,363.68,-28.51,10.83,30.498
74,2.467,497.16,363.61,-27.529,13.442,30.636
75,2.5,497.25,363.32,-25.607,15.606,29.988
76,2.533,496.8,363.08,-22.779,17.367,28.644
77,2.567,496.5,362.66,-18.823,18.928,26.694
78,2.6,496.15,362.54,-14.268,19.701,24.325
79,2.633,495.72,362.66,-10.459,19.224,21.885
80,2.667,495.97,362.67,-7.276,17.942,19.361
81,2.7,496.17,363.25,-4.361,16.019,16.602
82,2.733,496.22,363.93,-1.456,13.512,13.59
83,2.767,482.77,378.35,1.609,10.676,10.797
84,2.8,482.79,378.5,5.469,7.804,9.53
85,2.833,482.98,378.3,10.061,5.193,11.322
86,2.867,496.74,365.98,21.467,-1.034,21.492
87,2.9,497.0,366.75,28.158,-5.595,28.708
88,2.933,497.7,366.77,31.456,-8.448,32.571
89,2.967,498.29,366.74,31.901,-9.982,33.426
90,3.0,498.65,366.74,29.696,-10.191,31.396
91,3.033,499.37,366.63,25.129,-8.993,26.689
92,3.067,499.85,366.12,18.748,-6.441,19.824
93,3.1,500.04,365.81,10.927,-2.504,11.21
94,3.133,500.16,365.95,1.904,2.677,3.285
95,3.167,500.71,366.33,-7.929,8.932,11.943
96,3.2,501.01,366.63,-18.581,16.427,24.801
97,3.233,501.32,367.0,-29.893,24.947,38.935
98,3.267,501.73,367.44,-41.719,34.392,54.067
99,3.3,502.39,367.56,-45.719,36.327,58.395
100,3.333,503.08,367.43,-46.13,35.313,58.095
101,3.367,484.84,376.79,-42.278,30.929,52.384
102,3.4,485.19,377.0,-41.971,30.031,51.609
103,3.433,485.39,377.39,-40.211,27.595,48.769
104,3.467,485.35,377.59,-37.435,24.008,44.472
105,3.5,485.38,377.79,-33.85,19.476,39.053
106,3.533,485.31,377.79,-29.593,14.186,32.817
107,3.567,485.31,377.64,-25.109,8.723,26.581
108,3.6,485.1,377.52,-20.501,3.62,20.818
109,3.633,485.1,377.41,-15.796,-0.915,15.823
110,3.667,485.09,377.43,-11.221,-4.785,12.198
111,3.7,484.92,377.26,-7.099,-7.959,10.665
112,3.733,484.68,376.89,-3.83,-10.159,10.857
113,3.767,484.46,376.34,-2.022,-11.299,11.478
114,3.8,484.09,375.68,-2.375,-11.603,11.843
115,3.833,483.68,375.03,-5.795,-10.373,11.882
116,3.867,482.85,374.51,-13.186,-6.878,14.872
117,3.9,482.29,374.11,-13.992,-6.65,15.492
118,3.933,481.36,374.22,-14.889,-6.49,16.243
119,3.967,480.6,374.49,-15.809,-6.432,17.068
