n_valid,mean_speed_px_s,median_speed_px_s,sd_speed_px_s,max_speed_px_s,p95_speed_px_s,subject_id,cohort,group,n_frames,session_s,sd_speed_raw_px_s,sd_speed_filt_px_s,sd_reduction_pct
9015,33.903,23.372,32.896,237.691,104.745,MA6_2,MA6,Grapefruit,9015,300.5,61.744,32.896,46.7
