scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,652.694582,378.480009,1.000000
1,656.420378,380.838890,1.000000
2,658.940869,379.651540,1.000000
3,660.309003,379.567736,1.000000
4,658.612530,380.731648,1.000000
5,659.076452,381.032765,1.000000
6,659.633288,381.002977,1.000000
7,660.018607,380.579927,1.000000
8,659.627494,381.266075,1.000000
9,661.324812,381.115866,1.000000
10,661.454269,381.280464,1.000000
11,659.844451,380.938341,1.000000
12,660.030197,381.749259,1.000000
13,652.962161,380.534951,1.000000
14,655.212542,379.561631,1.000000
15,658.042925,380.222617,1.000000
16,663.408825,380.315605,1.000000
17,666.130381,383.195322,1.000000
18,656.408082,381.587365,1.000000
19,654.203972,381.794894,1.000000
20,652.060177,381.779351,1.000000
21,652.251199,381.593525,1.000000
22,652.621630,381.464767,1.000000
23,646.268652,379.817933,1.000000
24,657.965030,380.798524,1.000000
25,657.989670,380.259247,1.000000
26,658.680578,380.676635,1.000000
27,658.157686,381.203636,1.000000
28,656.644136,382.195988,1.000000
29,656.679597,382.055589,1.000000
30,657.541023,382.315471,1.000000
31,657.472325,382.131611,1.000000
32,654.191114,381.801699,1.000000
33,648.702654,379.935796,1.000000
34,649.733755,380.288022,1.000000
35,647.251288,379.929360,1.000000
36,648.598592,380.316901,1.000000
37,652.105132,378.408113,1.000000
38,661.331626,382.266052,1.000000
39,649.466156,378.433376,1.000000
40,652.203019,379.846246,1.000000
41,648.417881,380.133123,1.000000
42,649.400235,380.332419,1.000000
43,649.781346,380.031728,1.000000
44,659.404961,383.051783,1.000000
45,651.239777,379.483271,1.000000
46,651.711119,378.977096,1.000000
47,651.602199,377.996208,1.000000
48,652.119146,377.982765,1.000000
49,653.973260,378.448718,1.000000
50,653.408367,378.246575,1.000000
51,653.688367,378.954465,1.000000
52,653.850883,378.857951,1.000000
53,653.680113,378.730715,1.000000
54,653.583484,378.221781,1.000000
55,656.059578,377.516591,1.000000
56,657.855367,377.391714,1.000000
57,658.616563,377.180591,1.000000
58,658.942266,377.283224,1.000000
59,657.198047,378.105300,1.000000
60,656.937733,378.255499,1.000000
61,657.182423,378.345938,1.000000
62,657.314118,378.363479,1.000000
63,658.277075,378.188819,1.000000
64,658.072499,378.192750,1.000000
65,658.192915,378.177482,1.000000
66,658.345105,378.269580,1.000000
67,659.904188,378.717923,1.000000
68,659.614760,378.727827,1.000000
69,659.803334,379.131337,1.000000
70,660.016343,379.018046,1.000000
71,661.467250,379.858301,1.000000
72,665.343566,381.399351,1.000000
73,665.598824,380.961176,1.000000
74,666.508100,380.432106,1.000000
75,667.035287,380.195976,1.000000
76,664.875188,378.974374,1.000000
77,668.407791,379.672926,1.000000
78,672.820543,378.580874,1.000000
79,667.242784,378.544709,1.000000
80,669.334506,378.833829,1.000000
81,675.476055,377.549316,1.000000
82,674.671280,377.067762,1.000000
83,668.303380,378.056884,1.000000
84,670.986020,378.499341,1.000000
85,666.677976,375.702381,1.000000
86,667.118084,375.460738,1.000000
87,667.556122,375.494298,1.000000
88,669.899128,377.972192,1.000000
89,673.108388,379.493178,1.000000
90,671.120320,374.549440,1.000000
91,671.187356,373.942048,1.000000
92,671.322860,374.499840,1.000000
93,671.098001,374.527079,1.000000
94,671.706458,378.777131,1.000000
95,670.906573,375.814364,1.000000
96,677.348090,379.147299,1.000000
97,673.612416,377.884787,1.000000
98,674.095938,380.629205,1.000000
99,670.450142,379.712961,1.000000
100,666.445007,378.125457,1.000000
101,667.459241,377.833333,1.000000
102,667.578756,378.059978,1.000000
103,667.062994,378.140113,1.000000
104,666.696873,378.141285,1.000000
105,666.202742,378.241832,1.000000
106,665.385701,378.137579,1.000000
107,665.557675,378.118983,1.000000
108,664.271351,378.577529,1.000000
109,664.343076,379.124594,1.000000
110,671.159488,381.989298,1.000000
111,668.120246,381.136186,1.000000
112,666.665660,382.310184,1.000000
113,665.988688,382.284785,1.000000
114,673.767029,384.585884,1.000000
115,672.508951,384.473913,1.000000
116,667.210151,383.879012,1.000000
117,667.042128,384.450986,1.000000
118,667.632558,384.090014,1.000000
119,667.977537,383.691746,1.000000
120,667.365385,383.728022,1.000000
121,665.259390,381.975939,1.000000
122,664.523054,381.641116,1.000000
123,663.359879,381.469080,1.000000
124,663.600561,381.124727,1.000000
125,661.718868,380.911321,1.000000
126,659.705504,380.884133,1.000000
127,659.039706,381.092092,1.000000
128,656.616839,380.425259,1.000000
129,655.448591,381.010282,1.000000
130,654.376588,380.950327,1.000000
131,652.295481,381.460511,1.000000
132,651.778705,381.800954,1.000000
