scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,672.540314,384.528919,1.000000
1,671.827832,384.614239,1.000000
2,671.603826,384.527730,1.000000
3,671.664653,384.439361,1.000000
4,671.700149,384.354428,1.000000
5,670.860373,384.646266,1.000000
6,671.754274,384.322348,1.000000
7,671.448967,383.932999,1.000000
8,670.341544,383.435521,1.000000
9,669.784205,382.691282,1.000000
10,667.757754,382.412825,1.000000
11,667.414999,381.764272,1.000000
12,666.427884,381.175633,1.000000
13,664.771994,381.366223,1.000000
14,662.970197,380.641965,1.000000
15,661.679686,380.347091,1.000000
16,660.971457,380.130854,1.000000
17,659.414379,380.069129,1.000000
18,658.767777,379.740697,1.000000
19,657.096195,379.625652,1.000000
20,654.981066,379.637712,1.000000
21,654.117896,379.671932,1.000000
22,653.648772,379.675995,1.000000
23,650.430192,380.405749,1.000000
24,650.584464,380.500688,1.000000
25,649.096659,380.925282,1.000000
26,647.800610,381.414634,1.000000
27,646.114239,381.636883,1.000000
28,645.403846,381.521072,1.000000
29,644.402096,381.378878,1.000000
30,643.216550,380.850449,1.000000
31,642.629542,381.204186,1.000000
32,641.905400,381.223886,1.000000
33,642.033662,381.235249,1.000000
34,641.283953,381.624070,1.000000
35,641.794634,381.700830,1.000000
36,641.268847,382.177304,1.000000
37,641.121937,381.863319,1.000000
38,640.294352,381.984686,1.000000
39,639.331327,381.877985,1.000000
40,639.963885,380.942092,1.000000
41,638.112192,380.888457,1.000000
42,636.793623,382.125162,1.000000
43,637.810009,383.562002,1.000000
44,636.678455,384.025834,1.000000
45,635.849923,384.443270,1.000000
46,637.043443,385.281166,1.000000
47,636.575736,387.205017,1.000000
48,636.100142,387.349075,1.000000
49,635.426406,387.293643,1.000000
50,634.766085,388.019613,1.000000
51,632.957002,389.382284,1.000000
52,631.579601,390.483204,1.000000
53,630.221701,390.858449,1.000000
54,628.642151,390.172144,1.000000
55,628.051833,390.826290,1.000000
56,629.987706,390.281373,1.000000
57,629.119031,390.840914,1.000000
58,628.703687,391.615755,1.000000
59,628.388787,391.875973,1.000000
60,627.251843,392.065438,1.000000
61,627.526280,392.270338,1.000000
62,626.983845,392.654050,1.000000
63,625.051434,394.421190,1.000000
64,623.497171,395.210278,1.000000
65,622.860891,395.597030,1.000000
66,622.309794,396.063603,1.000000
67,622.195984,396.379143,1.000000
68,622.035285,397.311933,1.000000
69,621.773260,397.743841,1.000000
70,620.783816,398.515187,1.000000
71,619.788499,399.397257,1.000000
72,618.786331,398.650805,1.000000
73,615.669942,398.642339,1.000000
74,610.826817,398.907172,1.000000
75,609.340646,399.394627,1.000000
76,608.237314,400.023479,1.000000
77,608.143862,399.605046,1.000000
78,609.004943,399.549432,1.000000
79,608.360902,401.763447,1.000000
80,607.360854,402.919124,1.000000
81,597.277474,418.108069,1.000000
82,603.246397,408.456344,1.000000
83,618.034322,379.268179,1.000000
84,588.381312,437.094602,1.000000
85,588.415157,439.265788,1.000000
86,588.374733,439.640192,1.000000
87,588.303646,441.491667,1.000000
88,589.939525,436.053996,1.000000
89,587.864519,443.082899,1.000000
90,587.663805,444.529328,1.000000
91,594.620919,421.025733,1.000000
92,595.695887,423.465926,1.000000
93,594.567214,424.170610,1.000000
94,595.178098,427.827666,1.000000
95,594.902534,429.522417,1.000000
96,594.793063,431.585835,1.000000
97,594.244385,432.727541,1.000000
98,591.391915,433.125211,1.000000
99,590.777840,433.811586,1.000000
100,589.423402,433.565509,1.000000
101,585.885930,453.964936,1.000000
102,589.103404,432.609400,1.000000
103,589.049023,433.938059,1.000000
104,588.435140,433.173727,1.000000
105,588.677451,432.140850,1.000000
106,588.880999,432.784695,1.000000
107,588.481320,433.946762,1.000000
108,588.146710,434.245702,1.000000
109,588.005782,435.211199,1.000000
110,587.701796,435.524875,1.000000
111,587.679691,415.959300,1.000000
112,587.602740,416.532586,1.000000
113,583.281513,439.149160,1.000000
114,581.806303,457.786555,1.000000
115,585.567905,438.000567,1.000000
116,585.583216,439.029387,1.000000
117,590.209843,419.692913,1.000000
118,585.418519,442.478632,1.000000
119,578.981586,473.666667,1.000000
120,589.722693,424.595185,1.000000
121,585.243745,453.535564,1.000000
122,585.383470,455.813084,1.000000
123,584.911370,459.364369,1.000000
124,587.944841,441.806746,1.000000
125,587.558623,443.558623,1.000000
126,584.913370,466.657731,1.000000
127,581.913784,505.250961,1.000000
128,589.369519,449.870158,1.000000
129,586.936213,475.707391,1.000000
130,590.116622,453.090706,1.000000
131,589.632968,456.014616,1.000000
132,583.549231,493.676923,1.000000
