scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,607.053099,373.185318,1.000000
1,606.780498,373.650841,1.000000
2,607.674438,374.181645,1.000000
3,608.676654,373.827980,1.000000
4,609.612896,373.932091,1.000000
5,608.363941,374.182389,1.000000
6,609.310764,373.455729,1.000000
7,610.002174,373.638617,1.000000
8,610.479733,373.646399,1.000000
9,610.747435,373.654224,1.000000
10,611.203748,373.694379,1.000000
11,612.112403,373.738372,1.000000
12,611.794750,373.816265,1.000000
13,611.238075,373.843082,1.000000
14,611.393053,374.031655,1.000000
15,611.689625,374.068875,1.000000
16,611.029553,374.078152,1.000000
17,611.176823,374.023709,1.000000
18,611.950285,373.877354,1.000000
19,611.550705,373.919312,1.000000
20,611.448429,373.831563,1.000000
21,611.762378,373.986516,1.000000
22,611.779857,374.220365,1.000000
23,611.371518,374.110063,1.000000
24,612.244820,373.669144,1.000000
25,614.572352,373.820067,1.000000
26,616.112290,373.861848,1.000000
27,617.760618,373.078810,1.000000
28,619.054290,373.416839,1.000000
29,620.222354,373.248638,1.000000
30,620.125230,373.275965,1.000000
31,620.648423,373.308784,1.000000
32,620.150568,373.870049,1.000000
33,623.480156,374.463409,1.000000
34,625.808037,374.480029,1.000000
35,625.594463,374.419378,1.000000
36,626.805941,374.878013,1.000000
37,627.939060,375.434741,1.000000
38,626.462585,376.446064,1.000000
39,627.171158,376.949502,1.000000
40,629.293653,377.152383,1.000000
41,631.050668,378.296194,1.000000
42,632.067376,378.985309,1.000000
43,634.245853,379.467442,1.000000
44,634.106744,379.947515,1.000000
45,635.357926,380.930459,1.000000
46,635.507820,381.359990,1.000000
47,634.650050,381.533567,1.000000
48,633.066520,381.958180,1.000000
49,633.992949,382.480185,1.000000
50,633.799269,382.451401,1.000000
51,632.554612,383.011165,1.000000
52,630.618549,383.834713,1.000000
53,628.869630,384.281219,1.000000
54,628.507355,384.110696,1.000000
55,630.883727,383.225664,1.000000
56,631.094498,382.608438,1.000000
57,632.404804,382.007756,1.000000
58,630.135464,381.849822,1.000000
59,629.039989,381.581833,1.000000
60,628.019679,381.756085,1.000000
61,633.597509,380.639851,1.000000
62,633.478454,380.709185,1.000000
63,633.964655,379.962383,1.000000
64,631.041269,380.426103,1.000000
65,633.409295,380.100450,1.000000
66,631.935452,380.089567,1.000000
67,628.693909,381.180964,1.000000
68,630.609091,380.537626,1.000000
69,629.964461,380.119363,1.000000
70,632.101658,379.263042,1.000000
71,631.491873,379.641910,1.000000
72,632.127478,379.372146,1.000000
73,631.484666,379.466817,1.000000
74,630.866870,379.236535,1.000000
75,631.092960,379.257561,1.000000
76,629.905147,379.018873,1.000000
77,628.755924,379.651465,1.000000
78,627.541189,379.768509,1.000000
79,625.121657,379.655218,1.000000
80,624.871836,379.271783,1.000000
81,630.177351,378.246196,1.000000
82,626.707386,378.386622,1.000000
83,626.261935,378.514935,1.000000
84,626.626314,378.338292,1.000000
85,624.282581,378.429482,1.000000
86,623.657875,378.351763,1.000000
87,623.912407,378.450039,1.000000
88,623.561362,378.558502,1.000000
89,630.832529,377.753494,1.000000
90,631.527417,377.613775,1.000000
91,632.278579,378.208033,1.000000
92,631.669645,377.889250,1.000000
93,635.467066,377.404464,1.000000
94,636.341605,377.298870,1.000000
95,639.256451,377.136124,1.000000
96,640.627969,377.049373,1.000000
97,642.740321,376.638662,1.000000
98,644.588962,376.368463,1.000000
99,644.539984,376.070467,1.000000
100,644.848050,375.655471,1.000000
101,646.163037,374.831937,1.000000
102,646.761620,374.397206,1.000000
103,650.052278,374.576740,1.000000
104,650.631104,374.911375,1.000000
105,649.079688,374.774416,1.000000
106,648.887427,375.165494,1.000000
107,652.381022,376.694891,1.000000
108,651.883453,376.606906,1.000000
109,650.874927,376.827405,1.000000
110,650.588028,376.791080,1.000000
111,655.454756,377.741009,1.000000
112,656.292909,378.538350,1.000000
113,653.803048,377.933054,1.000000
114,654.263060,377.698918,1.000000
115,654.664981,377.866308,1.000000
116,657.235438,378.129368,1.000000
117,654.860115,377.585787,1.000000
118,659.582266,378.924136,1.000000
119,655.093729,378.420462,1.000000
120,654.665020,378.103096,1.000000
121,655.347326,378.910968,1.000000
122,654.688487,378.608224,1.000000
123,655.583249,379.263762,1.000000
124,657.111224,379.471346,1.000000
125,656.433134,380.454896,1.000000
126,659.558367,381.711201,1.000000
127,659.993371,382.687438,1.000000
128,661.367230,383.986486,1.000000
129,661.830508,384.443051,1.000000
130,662.635116,384.609782,1.000000
131,661.458951,384.453888,1.000000
132,649.464646,381.591751,1.000000
