scorer,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210,DLC_Resnet50_rat_behavior_tmazeApr1shuffle1_snapshot_best-210
8,622.0036595,338.9052901,0.7562821,631.1464870,350.6829831,0.9149246,627.7463948,360.1535138,0.8744855,638.2413376,350.9425823,0.9418675,664.8416550,374.7483030,1.0000000,624.1907546,373.2852428,0.6559043,644.9067835,357.6464394,0.7078171,664.9758105,396.0391299,0.5969164,682.3546525,364.9336245,0.5844185,698.2167096,402.7735053,0.6887859
9,623.1047809,337.0000001,0.8006368,630.1778594,349.2131529,0.8982478,626.3171111,359.1420751,0.8507053,637.0695584,349.0743518,0.9215733,664.1531030,373.4974203,1.0000000,624.7723897,372.1759454,0.6752114,643.9415863,354.3980909,0.7334986,664.6893691,394.5717244,0.7010786,680.8945014,362.8921708,0.6494425,696.7710422,400.6764015,0.8210808
10,623.4616988,337.0000001,0.7970143,628.6267275,348.5334419,0.8520729,624.7351411,357.7910382,0.8088799,635.1259578,347.6321415,0.8987396,662.8525291,371.6416927,0.9999909,625.2313047,370.8229596,0.6857270,643.5465117,351.8784411,0.7609031,663.8777876,393.4905651,0.7941604,679.7487802,360.8768546,0.7191299,694.6614218,398.9508577,0.9154318
11,625.3319459,337.0000003,0.7340306,627.4960796,345.3435734,0.6736002,623.6715938,353.5285472,0.6999523,633.9139559,342.7173748,0.7243381,660.9208727,369.3402696,0.9992621,626.3118995,367.7414760,0.6054014,644.7361829,350.4081349,0.7277643,663.8572128,391.5272503,0.7935507,679.0967196,357.9222559,0.6891163,693.7624166,395.8528392,0.9316143
12,624.1921607,337.0000000,0.7552033,626.7245570,344.4451647,0.5935053,623.9021372,351.5588070,0.6686625,633.6892216,340.7858736,0.6070056,658.9131126,367.6409354,0.9880630,625.7271027,365.3891877,0.6274248,644.1731997,347.8973941,0.6771302,664.5399921,389.1065540,0.7810541,680.1954696,357.4458670,0.6421006,693.7074273,393.7665030,0.8685997
13,623.6435812,337.0000003,0.5175914,627.5712959,343.4948752,0.4220961,621.4344468,352.4488078,0.4545582,632.8273334,338.5744072,0.4289501,656.8615603,366.5464196,0.9989361,624.5009753,363.1923234,0.4383111,641.8300688,344.5018656,0.4623133,662.5940860,387.9618187,0.7816689,678.9818475,356.1958130,0.6317222,692.5883668,393.0392707,0.9195434
14,623.4973738,337.0000005,0.6280460,624.8633671,341.7202932,0.5479555,619.9657246,348.8980312,0.5999803,630.8669519,337.1411820,0.5204446,655.0422773,366.3517473,1.0000000,621.2011857,363.0533155,0.5709829,640.6890460,343.8740680,0.5451550,660.4701199,388.6757207,0.8557433,677.3126216,355.7202985,0.7024213,690.7931219,393.6112860,0.9721366
15,626.5878802,337.0000004,0.7006517,625.0720941,339.1987711,0.6183355,619.6804350,345.9630310,0.6289496,632.5844433,337.0000004,0.6098791,653.4708710,365.8629821,1.0000000,619.6883142,361.1726873,0.5908194,640.5030697,342.7867256,0.6321030,658.9129947,388.2012298,0.8825194,676.0190532,354.7396210,0.7371233,690.0751678,392.6101440,0.9766185
16,627.6502060,337.0000004,0.6068037,625.6914459,338.6202943,0.5301449,618.8243079,345.8242349,0.5198895,633.7876027,337.0000004,0.5016675,652.2328042,365.4851728,1.0000000,619.4759855,358.4173480,0.5067864,640.5024012,341.6448741,0.5513716,656.9045813,388.0743643,0.8680833,674.5537573,355.1893060,0.7463042,688.7007155,392.8177735,0.9976180
17,626.0799503,337.0000005,0.5618802,624.6155737,337.4863815,0.5590846,617.5525082,344.8254505,0.4788061,633.4690644,337.0000004,0.5343589,651.4095714,365.2641702,1.0000000,618.6477661,357.4716390,0.5047675,640.1498080,339.5235317,0.5190185,654.2059659,389.0593727,0.7877021,675.2631216,358.5100957,0.6978238,686.8613476,394.6717852,1.0000000
18,625.5583985,337.0000003,0.5211033,624.9659330,337.0000001,0.5921606,618.8734745,339.9252061,0.5028841,633.6842657,337.0000005,0.5880227,650.7751341,365.0765470,1.0000000,618.7266086,357.4604361,0.5420337,640.6306549,339.2451510,0.5414782,651.9949635,389.9342488,0.7793056,674.8811474,359.2981138,0.7033213,685.7581497,395.0119764,1.0000000
19,624.2560881,337.0000002,0.5880483,626.5949790,337.0000004,0.7329756,619.5173779,338.6554764,0.6829124,634.9988627,337.0000002,0.7585917,650.0231192,364.8599739,1.0000000,617.9370274,357.0490058,0.6238175,640.9551227,338.1033190,0.6586090,651.4466694,391.0515158,0.8131308,674.7200365,359.9420306,0.7347797,685.0906469,395.5957814,0.9999263
20,627.0007788,337.0000000,0.6455365,627.6862538,337.0000002,0.7568906,619.6034264,337.0000002,0.7470008,635.5036082,337.0000000,0.7421369,649.1078259,364.5701638,1.0000000,617.7123457,357.0260107,0.6230216,641.8696551,338.9163099,0.6626808,647.9130011,390.9557339,0.8075657,674.1123530,360.1566568,0.7542392,683.1627799,395.3501488,0.9965786
21,626.2807459,337.0000001,0.5081352,629.7894110,337.0000003,0.6269409,621.7240673,337.0000001,0.6224504,636.6749641,337.0000002,0.6788050,648.1251603,364.1591653,0.9998996,620.0486103,354.3297848,0.5048568,642.7721273,337.4006019,0.6072822,642.9163233,390.1894812,0.6955634,674.2997371,359.6345466,0.7910703,681.9034002,398.4453797,0.9598686
22,629.9528773,337.0000000,0.5240560,631.6294964,337.0000002,0.5985954,624.9440495,337.0000004,0.5862392,637.9039583,337.0000002,0.6022864,646.9328498,363.7696896,0.9960300,619.1883873,351.8630432,0.4636814,642.7307019,337.7985298,0.6105611,641.1347944,388.2755027,0.7973424,671.5052361,358.0275250,0.7781130,678.4735266,399.5881977,0.8811947
23,631.6078997,337.0000002,0.6770541,633.6035155,337.0000001,0.7648326,627.6014022,337.0000005,0.7473042,639.5998216,337.0000005,0.7527115,645.7197493,363.3634413,0.9639370,618.7105957,349.4121361,0.5618443,644.5322931,337.1911287,0.7417649,640.9111195,388.4187008,0.8489149,671.7606885,357.4887347,0.7314198,676.3134066,401.3483026,0.9089896
24,631.3302552,337.0000003,0.7049012,634.1423508,337.0000003,0.8358135,628.0819065,337.0000001,0.8142718,639.8117667,337.0000004,0.8278593,644.8126123,363.0982600,0.9496923,618.4291170,347.8660411,0.6285299,645.1640139,336.9996871,0.7776434,639.6204883,389.9343981,0.8663337,671.6260653,357.5444952,0.7181921,674.9355637,403.0884642,0.8511183
25,631.9753284,337.0000004,0.6817766,634.6861882,337.0000003,0.7873530,628.4775656,337.0000003,0.7346791,639.7417338,337.0000003,0.8399555,644.3615721,363.1197840,0.9885120,619.1543776,346.8153177,0.6085124,645.2239256,337.0000001,0.7659733,638.6845298,390.8142260,0.8893188,671.4143501,358.8676654,0.7151403,672.5327527,404.1786314,0.9080862
26,635.6000203,337.0000006,0.8923547,635.9490308,337.0000004,0.8876852,629.9971508,337.0000000,0.8947049,641.5240525,337.0000005,0.8845638,644.2414093,363.3115568,0.9774165,620.4566627,346.9880672,0.7098645,647.2980979,337.8084586,0.8474373,637.3949614,389.5057220,0.9259010,671.4935308,359.1462085,0.7326201,671.5249315,404.5233347,0.9216658
27,636.7095631,337.0000005,0.9593342,636.9859493,337.0000003,0.8717583,631.4330937,337.0000001,0.9012874,642.4460525,337.0000003,0.8708719,644.6480544,363.7504819,0.9954869,621.7396944,345.5131558,0.7372074,648.1270909,337.1788745,0.8324389,635.9091523,389.4494069,0.9187095,672.1066017,361.6811032,0.6988864,671.5018664,405.2568676,0.9492557
28,638.1896869,337.0000002,0.9524293,638.6871923,337.0000005,0.8951120,632.8420478,337.0000005,0.9342314,643.8615509,337.0000004,0.8756565,645.1848521,364.2930167,1.0000000,623.1955269,343.9467114,0.8214860,649.6454021,337.4035363,0.8430968,634.2899532,386.9636770,0.8805659,671.4830944,364.5844756,0.7454413,670.7982042,405.8206084,0.9689620
29,638.3835919,337.0000001,0.9668847,639.5054994,337.0000005,0.8868432,633.7838337,337.0000001,0.9093536,644.4225636,337.0000004,0.8626732,645.7151036,364.8310314,1.0000000,623.6646837,343.1952883,0.8489839,649.7484854,337.0000003,0.8373896,634.0482852,386.8560369,0.8437495,672.4813569,367.5833853,0.7656561,670.1575028,409.6022680,0.9662548
30,639.3903321,337.0000002,0.9840345,639.8336285,337.0000004,0.8905423,634.6893822,337.0000002,0.8878756,644.5050782,337.0000001,0.8431438,645.8897921,365.3398763,0.9999271,623.9463237,343.2218388,0.8125311,649.4397411,337.0000004,0.8013115,634.4479246,388.1895321,0.8623315,672.4506590,368.4403952,0.7769160,668.6113751,409.9999999,0.9592228
31,640.9802886,337.0000004,0.9953746,640.3745532,337.0000001,0.8608280,635.2000322,337.0000004,0.8503749,645.1774444,337.0000000,0.7644342,645.9209971,365.6507140,0.9981005,623.8442186,343.1856150,0.7508083,648.9769270,338.7618382,0.7429268,634.1081160,387.5466868,0.8666785,671.8732207,367.3169968,0.7617389,666.4996524,409.9999996,0.9257380
32,643.1705692,337.0000006,0.9872318,641.5990840,337.0000002,0.9022591,636.3230916,337.0000001,0.9066920,646.3801193,337.0000003,0.7641805,645.6524959,365.8132202,0.9894377,624.6597769,343.4468208,0.7895843,650.5377336,340.3209516,0.7715627,633.1575481,386.3064339,0.8606416,671.0417996,367.1119705,0.7539843,663.9687144,409.9999999,0.8861475
33,645.5538284,337.0000004,0.9129582,643.3418160,337.0000000,0.9354384,638.1574444,337.0000005,0.9475896,647.5828856,337.0000003,0.8164312,645.2170425,365.8987284,0.9973457,626.1320162,342.7610281,0.8385516,653.2058147,340.2946276,0.7844164,629.2951315,382.3414478,0.8609125,669.6670226,368.7178899,0.7640011,662.0638987,409.9999996,0.8204800
34,648.0813452,337.0000003,0.8307771,646.1899866,337.0000002,0.9241206,640.6991854,337.0000003,0.9473258,650.6428484,337.0000002,0.8521633,644.6423975,365.9170189,1.0000000,631.3779830,341.5689433,0.8317491,655.6615213,341.8599479,0.8039566,628.4491122,380.1025595,0.8524762,670.1188511,370.7003422,0.7745625,660.0844023,409.9999995,0.8411936
35,650.3086941,337.0000001,0.8353876,648.6846754,337.0000001,0.9039478,643.1803159,337.0000003,0.9534872,653.7459118,337.0000002,0.8519431,644.2416184,365.9261504,1.0000000,634.9044719,341.1621612,0.7731706,658.1214902,344.7119682,0.7895001,629.6319654,381.5242037,0.8291390,670.7816525,372.1489753,0.7403315,659.0585137,409.9999998,0.8584378
36,650.1090478,337.0000001,0.8206676,649.4477824,337.0000004,0.8993893,643.3451049,337.0000001,0.8900199,655.8765340,337.0000004,0.8715700,643.7677432,365.9457159,1.0000000,633.1656028,342.8782262,0.6980024,660.1169809,347.5380924,0.7421823,629.4196060,382.0327110,0.7994873,669.8591692,372.3638494,0.6665116,656.8250554,409.9999999,0.8280098
37,651.4516247,337.0000001,0.7922293,651.0201888,337.0000000,0.9144032,644.2891259,337.0000004,0.8816560,657.6356838,338.1090165,0.9146687,643.4325190,365.9810234,1.0000000,634.5983420,343.2843908,0.6841508,661.5701569,350.9159193,0.8008169,627.7910056,379.6117087,0.7262633,666.9118874,374.5698781,0.6407682,653.1202606,409.9999999,0.6934914
38,656.2971811,337.0000003,0.8294048,653.8543390,337.0000003,0.9526970,647.1452153,337.0000004,0.9102251,659.4635555,340.2931062,0.9486720,643.0806681,366.0137104,1.0000000,639.0301984,341.9823729,0.7388868,661.9261316,351.4734517,0.8998102,623.9228599,369.7068160,0.7191104,664.4842739,375.2347855,0.9099010,649.0463419,409.9999997,0.6902366
39,660.8261301,337.0000001,0.9225836,656.4739751,337.3719640,0.9866946,649.1676041,337.0000001,0.9612130,660.6467985,343.1016079,0.9824060,642.8150135,366.1739893,1.0000000,642.0498205,341.1293643,0.7352105,661.2809000,352.5573500,0.9338632,622.3616558,367.1694972,0.7205761,663.1047295,378.1359921,0.9842780,645.8805585,409.9999995,0.8232605
40,664.1462533,337.0000005,0.9529851,658.2883817,338.4957664,0.9985238,651.1781194,337.0000004,0.9861169,661.7113116,344.9732638,0.9601974,642.3650549,366.4162637,1.0000000,643.7393389,340.6786750,0.7444149,661.6248664,354.5718885,0.9416341,623.1269504,371.9030919,0.6939254,662.3416585,379.5378869,0.9540468,644.1692294,409.9999998,0.8438704
41,666.0598649,337.0000003,0.9788165,660.2360813,339.0846681,0.9991174,653.1810579,337.0000003,0.9454755,663.8008118,345.6201680,0.9202069,641.5361905,366.7541496,1.0000000,644.4331540,340.4328984,0.7678437,663.1831473,355.9429532,0.8938496,623.8050070,371.2662264,0.6704264,661.9540206,379.6139811,0.9540287,643.4250374,409.9999995,0.8325394
42,666.0240097,337.0000002,0.9961891,660.5899308,340.5822682,0.9952876,654.0705187,337.0000004,0.8577540,664.3439521,346.7928776,0.8719948,640.5766741,367.1163261,1.0000000,644.4687794,340.9952825,0.8005125,663.3254462,356.9976397,0.8273610,622.6836758,366.2065421,0.6893035,660.4364688,380.3548785,0.9225512,641.5676335,409.9999999,0.7421118
43,666.2120501,337.0000001,0.9911379,660.0130624,342.3510956,0.9876274,654.1512958,337.0000004,0.8428264,664.2318517,348.5308602,0.8495793,639.3998299,367.5684343,1.0000000,643.9607806,341.0111155,0.8423016,662.3354734,358.3874106,0.8206133,621.1877350,365.6978342,0.7291993,659.1325875,381.2158645,0.9150619,639.5253687,409.9999997,0.6771140
44,666.4659157,338.3249782,0.9543771,659.3090598,343.8243541,0.9608956,653.5716320,338.0210975,0.8648824,662.5085815,350.3284250,0.8468951,637.8240596,368.0256828,1.0000000,643.3611099,341.0875064,0.8685339,660.8024774,360.2288860,0.8095227,619.2457093,368.6402976,0.7721328,657.1182283,382.9278881,0.8925339,636.9957358,409.9999996,0.5828687
45,666.2630400,339.9882071,0.9279054,658.2315882,344.5909426,0.9564330,652.4134360,338.7755245,0.8980013,660.6514683,351.3041791,0.8748952,635.9849435,368.6068285,1.0000000,642.1541816,341.5727507,0.8949515,659.4301444,361.2284138,0.8022500,617.2935170,370.0461073,0.7888803,654.8831790,384.1747488,0.8592776,634.5961714,409.9999998,0.4729741
46,665.2446612,340.3457820,0.9280508,656.4102229,344.7834934,0.9679057,650.9622603,338.8763252,0.9335787,658.8053654,351.5616847,0.9088948,633.7970588,369.1879107,1.0000000,640.4152705,341.8142524,0.9266005,657.6148564,361.4266551,0.8118335,615.0571651,370.4939629,0.8334392,652.8935203,384.7424093,0.9072017,632.3650067,409.9999999,0.5402932
47,664.1654964,339.8000005,0.9542406,654.6424989,344.8643650,0.9915990,649.0963499,339.0660817,0.9766206,656.7358215,351.8937258,0.9555424,631.5581616,369.8035802,1.0000000,638.4834889,342.3070952,0.9545842,655.4389981,361.8809483,0.8361174,612.7688256,371.4465549,0.8534028,650.9391500,385.5527587,0.9229299,629.8197534,409.9999996,0.6009298
48,661.1628245,340.1470378,0.9665281,651.6872168,345.5530379,0.9996066,646.0724289,339.7294988,0.9917338,653.8537115,352.5636317,0.9641464,628.8650337,370.3469583,1.0000000,635.5518891,343.0904378,0.9635564,652.4519140,362.6499537,0.8320416,610.0948076,372.5559466,0.8267607,648.1215559,386.5378205,0.8759034,626.4453994,409.9999999,0.5535605
49,658.5421929,340.7559919,0.9778540,649.0796327,345.8703853,0.9931238,643.4294620,340.0653718,0.9945168,650.9161022,352.9225223,0.9589300,626.0827639,370.6693337,1.0000000,632.8394469,343.3883587,0.9644509,649.7504972,362.9316936,0.8423878,607.6454323,372.5059908,0.8379333,645.4015864,386.6841291,0.8767214,624.0472711,409.9999995,0.5670114
50,655.0034420,342.5723141,0.9899082,646.4108756,346.7789001,0.9674191,641.0864042,340.6348859,0.9821553,648.2045152,353.4179323,0.9259248,623.6343749,370.7429475,1.0000000,630.3959212,343.2786507,0.9683703,647.6508848,363.2357181,0.8698565,605.8238093,371.9132659,0.8361882,642.8697804,386.8704423,0.8880159,621.6063725,409.9999997,0.6021302
51,652.1633182,344.2842101,0.9766850,644.5438431,348.1922358,0.9466484,639.4199271,341.4081645,0.9559009,646.8389546,354.1216133,0.9079614,621.7566278,370.5995292,1.0000000,628.8152640,343.2044023,0.9762827,646.0770181,363.9515238,0.8711142,604.0967707,371.3838573,0.8256076,640.8703782,386.7662093,0.8748413,619.7450373,409.9999993,0.5949037
52,650.4933760,345.5045853,0.9416089,642.8208706,349.4299657,0.9411320,638.1379451,342.1372080,0.9249248,645.5635727,355.2125543,0.9256937,620.0373438,370.2888771,1.0000000,627.6668576,342.8525093,0.9843002,644.5224387,364.9283181,0.8776076,601.7888220,371.1905056,0.8351819,638.9244532,385.7503440,0.8621937,618.1236949,409.9999993,0.5960775
53,649.6845569,346.5895706,0.9045486,641.8550983,350.3208907,0.9336397,637.6068941,342.9270420,0.8983686,644.5853381,355.8950394,0.9243382,618.7654167,369.9987138,1.0000000,627.0925158,342.7398306,0.9810922,643.2447981,365.6776938,0.8732402,600.3595902,370.7879112,0.8207373,637.6183038,385.2093152,0.8221780,616.9803947,410.0000000,0.5360298
54,649.7922620,346.4751222,0.9151986,641.2995360,349.7912981,0.9434085,637.1721905,342.6074450,0.9047775,643.6402237,355.5080635,0.9371972,617.8302196,369.6914957,1.0000000,626.2421525,342.4260703,0.9844007,642.2137630,365.5665564,0.8978231,599.8868857,369.6090135,0.8088368,636.9348630,384.3929967,0.8067192,616.2667362,409.9999994,0.4889686
55,650.5310818,346.7130249,0.9480191,640.9266885,349.4168895,0.9628075,636.8437489,342.3373607,0.9087193,642.4289599,355.1257756,0.9623305,616.5764742,369.4164262,1.0000000,625.3929451,342.1329698,0.9955964,640.9387837,365.3297500,0.9010810,598.6423960,369.2777598,0.8085026,635.5377282,384.0580198,0.8151419,614.9713862,409.9999995,0.4840077
56,650.3807279,347.1252406,0.9629144,640.3596401,349.5781511,0.9752141,636.4920735,342.6996414,0.8833207,641.1077660,355.1653406,0.9763362,614.6110268,369.2162706,1.0000000,624.5273122,341.7796346,0.9985785,638.8344753,365.3511944,0.8726890,596.2765633,369.7145212,0.8043841,633.1223105,384.2291519,0.8219849,612.7366257,409.9999995,0.4847378
57,648.8153010,347.2246668,0.9624703,639.1010555,349.8523504,0.9761939,635.4400802,343.1144057,0.8502791,639.5357210,355.3199815,0.9662781,612.3754786,368.9845336,1.0000000,623.2349863,341.4722489,0.9937713,635.7267714,365.2484500,0.8407795,593.6125517,370.0557035,0.8003535,630.6070504,384.4978248,0.8345563,609.7229794,419.9420334,0.5212141
58,647.3613666,346.4022457,0.9597468,637.5569714,349.1907982,0.9747002,633.5598629,342.5910442,0.8500492,637.7108240,354.9495458,0.9626302,609.9128777,368.7575731,1.0000000,620.9724019,341.0715639,0.9910374,633.2112176,365.1017609,0.8351996,591.6861591,369.2681671,0.7825783,628.1795822,384.1915637,0.8071394,607.3545828,419.5404662,0.4758684
59,647.2550914,344.5975875,0.9594369,636.7999860,347.0113604,0.9779911,631.8172918,340.6486954,0.8866924,636.0439053,353.5899088,0.9825367,607.5744835,368.5062557,0.9999903,618.2305815,340.1798406,0.9965642,631.6311581,364.5002880,0.8593459,590.1467972,367.9136566,0.7641072,626.0942303,383.0037478,0.7694960,605.4578766,418.5250543,0.4042851
60,645.5825009,342.9413830,0.9511588,635.5716638,345.3936898,0.9697278,629.8551697,339.2447815,0.8978299,634.2158758,352.3995377,0.9852165,605.1182444,368.1745534,0.9996172,615.6607918,339.3539743,1.0000000,629.6047460,363.5339360,0.8824713,587.4260285,367.5134344,0.7613936,623.3924312,382.1694497,0.7634811,603.2727511,417.9131454,0.3983414
61,643.2753520,341.3534738,0.9521023,633.7987443,344.5582142,0.9648227,627.7398272,338.5730653,0.8990110,632.5176045,351.7973361,0.9860825,603.0497031,367.8171642,0.9963807,613.4934384,338.7033616,0.9998045,627.6001001,362.6476650,0.9058158,584.9280817,367.2725133,0.7706772,620.8852000,381.6032233,0.7717986,601.2690617,417.2157757,0.4237782
