scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,665.079750,382.070107,1.000000
1,664.319332,381.820245,1.000000
2,663.390238,381.602976,1.000000
3,662.539918,381.309365,1.000000
4,662.453713,381.443564,1.000000
5,663.132312,380.763997,1.000000
6,662.941057,380.751328,1.000000
7,662.351399,380.677863,1.000000
8,662.755248,380.242704,1.000000
9,662.798776,380.116552,1.000000
10,661.529351,379.853375,1.000000
11,661.828937,379.077337,1.000000
12,662.112535,379.071520,1.000000
13,662.114860,378.630698,1.000000
14,660.569656,377.560093,1.000000
15,659.170732,376.764401,1.000000
16,657.801680,375.649695,1.000000
17,657.718695,375.077410,1.000000
18,656.163196,373.900312,1.000000
19,656.392680,373.495686,1.000000
20,657.301941,373.222455,1.000000
21,655.710750,372.411123,1.000000
22,654.548069,372.177760,1.000000
23,653.095034,371.829053,1.000000
24,653.426496,371.817949,1.000000
25,653.387152,371.741612,1.000000
26,653.383566,371.905343,1.000000
27,653.120533,371.723766,1.000000
28,653.275099,372.292967,1.000000
29,653.711188,373.072564,1.000000
30,654.232558,373.623786,1.000000
31,654.579335,373.946423,1.000000
32,654.647677,373.827344,1.000000
33,655.653226,374.320634,1.000000
34,655.846970,374.607931,1.000000
35,655.953597,374.711971,1.000000
36,656.431378,375.215262,1.000000
37,655.842991,374.983712,1.000000
38,655.379191,374.840075,1.000000
39,655.862410,374.202511,1.000000
40,656.892435,372.932325,1.000000
41,657.891347,371.534584,1.000000
42,658.828507,371.689907,1.000000
43,659.250580,371.809165,1.000000
44,660.548414,372.483862,1.000000
45,661.445225,372.993258,1.000000
46,661.708076,373.500561,1.000000
47,662.654801,373.826711,1.000000
48,664.304058,374.059477,1.000000
49,665.242861,374.082404,1.000000
50,665.908793,374.613053,1.000000
51,666.535655,374.875766,1.000000
52,668.147304,375.235686,1.000000
53,670.502402,375.504945,1.000000
54,670.978286,375.642286,1.000000
55,672.105572,376.021994,1.000000
56,672.647505,375.954771,1.000000
57,671.281277,375.874020,1.000000
58,671.484127,376.362245,1.000000
59,672.903415,376.801512,1.000000
60,672.588662,376.783181,1.000000
61,672.260097,377.593161,1.000000
62,670.551771,378.328207,1.000000
63,671.115974,378.623362,1.000000
64,670.586044,379.386155,1.000000
65,669.483716,379.864061,1.000000
66,671.885857,380.090200,1.000000
67,670.179200,380.275650,1.000000
68,670.373689,380.602495,1.000000
69,671.284705,382.343928,1.000000
70,669.722862,382.686129,1.000000
71,667.822409,382.443417,1.000000
72,666.470145,382.086957,1.000000
73,664.871949,381.959518,1.000000
74,658.834417,380.305169,1.000000
75,658.920863,380.078198,1.000000
76,658.643147,379.841086,1.000000
77,658.739652,379.851817,1.000000
78,658.315284,379.694329,1.000000
79,657.524707,379.522757,1.000000
80,656.826658,379.352743,1.000000
81,656.834741,379.545455,1.000000
82,656.526405,379.084970,1.000000
83,656.346115,379.201144,1.000000
84,656.294893,379.218126,1.000000
85,656.628267,379.255502,1.000000
86,656.842176,379.224062,1.000000
87,656.464794,379.072106,1.000000
88,656.684552,379.090567,1.000000
89,656.438898,378.918761,1.000000
90,656.013754,379.758806,1.000000
91,655.592975,379.207645,1.000000
92,656.003565,378.741533,1.000000
93,656.958153,379.263348,1.000000
94,657.088161,379.256207,1.000000
95,657.035088,379.046903,1.000000
96,656.896441,378.891815,1.000000
97,656.551013,379.215073,1.000000
98,657.580427,379.481815,1.000000
99,655.756378,378.853755,1.000000
100,655.867177,378.997218,1.000000
101,656.466050,379.274440,1.000000
102,656.367978,379.336728,1.000000
103,656.126667,379.229825,1.000000
104,656.344154,379.356370,1.000000
105,655.805409,379.177731,1.000000
106,655.227852,378.921751,1.000000
107,654.854082,378.766667,1.000000
108,654.949345,378.794624,1.000000
109,654.104655,378.226300,1.000000
110,653.888661,378.298732,1.000000
111,653.280351,377.895439,1.000000
112,653.093329,378.122782,1.000000
113,652.778792,378.234199,1.000000
114,652.517705,378.040722,1.000000
115,652.664553,377.898168,1.000000
116,652.758127,378.010835,1.000000
117,652.690151,377.919734,1.000000
118,652.588920,377.990120,1.000000
119,652.829870,378.197253,1.000000
120,652.753890,378.108204,1.000000
121,652.602245,377.827078,1.000000
122,653.066271,378.136379,1.000000
123,653.746336,378.330426,1.000000
124,653.815412,378.152364,1.000000
125,653.886190,378.199514,1.000000
126,654.040650,378.285230,1.000000
127,654.634239,378.152974,1.000000
128,655.098211,378.871414,1.000000
129,655.336143,379.099123,1.000000
130,654.985059,378.737182,1.000000
131,654.486450,378.514553,1.000000
132,655.395975,378.856753,1.000000
