subject_id,cohort,group,session_duration_s,n_frames,bouts_csv_found,total_distance_px,mean_speed_px_s,max_speed_px_s,pct_time_center,pct_time_periphery,center_zone_entries,freeze_bout_count,total_freeze_s,pct_time_freeze,spatial_entropy_norm,rear_bout_count,rear_total_s,rear_pct_time,groom_bout_count,groom_total_s,groom_pct_time
MA4_5,MA4,Unknown,174.2,5226,True,5752.4,33.07,1054.81,99.25,0.75,2,4,3.67,2.1,0.7064,10,28.66,16.45,12,12.27,7.04
