scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,709.817537,368.675693,1.000000
1,711.693788,371.195101,1.000000
2,711.604573,370.252744,1.000000
3,711.906472,370.383172,1.000000
4,711.987700,371.605166,1.000000
5,712.512616,370.686362,1.000000
6,712.761491,370.897826,1.000000
7,712.144532,369.537242,1.000000
8,712.419913,370.062461,1.000000
9,714.088253,370.968098,1.000000
10,711.752150,369.680590,1.000000
11,710.980535,369.765511,1.000000
12,712.552035,372.137667,1.000000
13,712.273489,372.450929,1.000000
14,710.345001,372.165208,1.000000
15,711.837255,373.488977,1.000000
16,711.066250,373.592750,1.000000
17,709.007738,372.454991,1.000000
18,710.086606,373.363747,1.000000
19,709.173504,373.250724,1.000000
20,707.201904,372.027305,1.000000
21,706.129379,371.708709,1.000000
22,705.315453,372.042323,1.000000
23,705.397855,372.413071,1.000000
24,705.619465,372.896923,1.000000
25,706.686971,370.985523,1.000000
26,704.388078,373.983428,1.000000
27,704.273242,373.729710,1.000000
28,704.407879,373.993149,1.000000
29,710.121902,378.899279,1.000000
30,712.597866,377.257844,1.000000
31,712.092693,376.927975,1.000000
32,712.522106,376.898828,1.000000
33,711.390484,376.065795,1.000000
34,700.400821,370.650068,1.000000
35,713.629110,377.022408,1.000000
36,701.161281,370.974316,1.000000
37,712.629204,378.555891,1.000000
38,712.880452,378.446082,1.000000
39,712.891764,378.613062,1.000000
40,700.642989,380.713653,1.000000
41,704.965103,376.175179,1.000000
42,705.180846,376.343096,1.000000
43,713.817897,378.671464,1.000000
44,704.863678,381.415371,1.000000
45,710.985915,377.826585,1.000000
46,703.790684,380.259793,1.000000
47,710.740499,378.112704,1.000000
48,713.919892,378.264748,1.000000
49,710.732209,377.358879,1.000000
50,710.446130,377.483949,1.000000
51,714.155483,378.898118,1.000000
52,713.751493,379.191682,1.000000
53,709.201063,379.168369,1.000000
54,711.623438,379.304446,1.000000
55,711.391277,378.489043,1.000000
56,711.244898,378.595834,1.000000
57,711.055568,377.807701,1.000000
58,710.753455,377.776925,1.000000
59,710.617287,377.803939,1.000000
60,710.704468,377.254479,1.000000
61,710.518471,378.042126,1.000000
62,710.460478,378.110274,1.000000
63,710.422954,378.011052,1.000000
64,710.604365,378.112948,1.000000
65,710.237025,379.084798,1.000000
66,709.940773,377.799356,1.000000
67,709.844586,378.095754,1.000000
68,709.653004,377.558013,1.000000
69,709.663488,378.181818,1.000000
70,700.350036,381.176749,1.000000
71,702.854861,381.729554,1.000000
72,713.951417,378.164713,1.000000
73,714.235344,378.292475,1.000000
74,713.585540,378.383985,1.000000
75,713.824176,378.560862,1.000000
76,713.965723,378.560783,1.000000
77,712.673827,378.798957,1.000000
78,703.393461,381.466569,1.000000
79,703.422986,381.713484,1.000000
80,703.962362,382.154428,1.000000
81,703.902121,382.313547,1.000000
82,704.147727,382.355253,1.000000
83,700.965883,382.247726,1.000000
84,703.511172,383.123993,1.000000
85,701.369138,382.677761,1.000000
86,704.011566,383.415458,1.000000
87,704.218785,383.427256,1.000000
88,704.112024,383.287341,1.000000
89,703.383023,383.661397,1.000000
90,703.729086,383.676270,1.000000
91,703.774730,383.751691,1.000000
92,702.502311,383.110169,1.000000
93,704.028873,383.815103,1.000000
94,709.322888,382.935938,1.000000
95,703.862577,383.757785,1.000000
96,693.394921,380.054287,1.000000
97,703.862730,383.085720,1.000000
98,703.841420,382.934714,1.000000
99,703.676593,382.926147,1.000000
100,704.192216,383.029786,1.000000
101,704.363985,382.858124,1.000000
102,704.623698,383.250933,1.000000
103,704.533307,383.864051,1.000000
104,704.898503,384.082637,1.000000
105,704.754400,384.203249,1.000000
106,706.821021,383.854054,1.000000
107,705.944569,383.593373,1.000000
108,705.860427,383.576560,1.000000
109,705.713290,383.407916,1.000000
110,707.753677,383.406049,1.000000
111,705.111044,383.800282,1.000000
112,704.900465,383.885090,1.000000
113,711.925225,382.196171,1.000000
114,712.486271,382.509965,1.000000
115,706.425636,383.688301,1.000000
116,706.393496,383.695935,1.000000
117,706.778135,383.785370,1.000000
118,706.767241,383.757017,1.000000
119,706.832255,383.435530,1.000000
120,715.309172,381.749888,1.000000
121,706.553311,383.506101,1.000000
122,705.724785,383.286998,1.000000
123,705.556641,383.538086,1.000000
124,713.530981,381.543890,1.000000
125,713.613971,381.613106,1.000000
126,705.162380,382.925584,1.000000
127,705.248430,382.800628,1.000000
128,716.075364,379.691712,1.000000
129,716.525109,379.316514,1.000000
130,716.311507,379.006981,1.000000
131,716.984485,378.484485,1.000000
132,716.681554,378.387299,1.000000
