subject_id,cohort_id,cohort,session,n_frames,n_valid_frames,session_duration_s,pct_time_bottom,pct_time_left,pct_time_right,pct_time_top,pct_time_junction,time_bottom_s,time_left_s,time_right_s,time_top_s,total_entries,bottom_entries,left_entries,right_entries,top_entries,most_visited_arm,arm_preference_index,successive_alternation_pct,tetrad_alternation_pct,perseveration_count,perseveration_rate_pct,entry_sequence,mean_speed_px_s,total_distance_px
PlusMazeMA6_1,MA6,MA6,1,9026,9010,300.87,81.91,2.62,3.02,2.43,10.02,246.44,7.88,9.09,7.31,28,24,2,1,1,bottom_arm,0.8214,22.22,0.0,21,77.78,L->B->T->L->B->B->R->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B->B,31.17,9362.9
