scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,613.738059,373.818502,1.000000
1,609.778007,374.006195,1.000000
2,612.660907,373.817931,1.000000
3,607.431066,373.788376,1.000000
4,606.646482,373.524623,1.000000
5,610.252912,372.831709,1.000000
6,609.530314,372.959581,1.000000
7,607.673017,372.322161,1.000000
8,602.229351,371.005408,1.000000
9,606.523877,369.824350,1.000000
10,605.860802,369.252537,1.000000
11,602.130908,367.227525,1.000000
12,601.009165,367.202123,1.000000
13,601.134074,368.470087,1.000000
14,599.381501,369.197007,1.000000
15,599.351147,369.256617,1.000000
16,601.187531,369.153770,1.000000
17,599.292609,369.392660,1.000000
18,600.506294,369.913142,1.000000
19,600.861998,369.798364,1.000000
20,600.256338,370.100640,1.000000
21,600.080880,369.385718,1.000000
22,601.898920,369.685442,1.000000
23,602.513130,369.352153,1.000000
24,602.019130,368.553292,1.000000
25,604.351575,369.315178,1.000000
26,605.620415,370.189261,1.000000
27,601.593445,369.846154,1.000000
28,601.181014,369.750603,1.000000
29,607.363256,370.826038,1.000000
30,606.737410,370.584947,1.000000
31,607.457791,370.023249,1.000000
32,606.719159,369.694323,1.000000
33,607.469730,368.981081,1.000000
34,604.057902,368.532028,1.000000
35,603.698273,368.157373,1.000000
36,607.367183,368.212230,1.000000
37,607.355475,368.108949,1.000000
38,607.615847,368.486612,1.000000
39,606.353121,368.298197,1.000000
40,605.147018,368.071567,1.000000
41,604.653727,367.652883,1.000000
42,603.196800,366.612533,1.000000
43,603.193941,366.484205,1.000000
44,605.955421,366.623318,1.000000
45,606.844819,366.208048,1.000000
46,605.539550,365.828658,1.000000
47,606.018528,365.310282,1.000000
48,605.595728,364.639768,1.000000
49,605.341923,363.774442,1.000000
50,604.986059,363.401072,1.000000
51,606.708233,362.984714,1.000000
52,606.217524,362.130737,1.000000
53,609.178373,362.006361,1.000000
54,606.806304,361.241230,1.000000
55,603.854211,359.089211,1.000000
56,603.920929,358.246608,1.000000
57,601.142023,355.616671,1.000000
58,600.151450,353.672395,1.000000
59,601.924027,352.928859,1.000000
60,600.528948,350.050557,1.000000
61,598.705375,348.335154,1.000000
62,596.897516,345.645732,1.000000
63,594.064643,342.947442,1.000000
64,591.933077,341.870543,1.000000
65,590.565933,339.708391,1.000000
66,589.520223,337.577406,1.000000
67,589.223366,336.496523,1.000000
68,589.152928,335.189262,1.000000
69,587.396448,331.750151,1.000000
70,587.838850,329.936411,1.000000
71,586.416178,325.589379,1.000000
72,586.815570,325.123262,1.000000
73,586.384948,322.604257,1.000000
74,587.203578,320.895435,1.000000
75,588.404419,319.031298,1.000000
76,589.494190,318.516208,1.000000
77,588.628240,315.686795,1.000000
78,589.281481,313.275000,1.000000
79,589.404046,310.900327,1.000000
80,590.682481,308.827907,1.000000
81,590.942112,306.473005,1.000000
82,590.187317,302.607164,1.000000
83,588.229670,296.202351,1.000000
84,589.479116,296.242131,1.000000
85,587.736189,292.168095,1.000000
86,586.490572,287.439567,1.000000
87,585.321058,284.192635,1.000000
88,584.790785,281.393836,1.000000
89,584.333747,277.571429,1.000000
90,584.110564,275.464567,1.000000
91,583.120331,268.051133,1.000000
92,584.315647,260.702602,1.000000
93,582.454943,240.205599,1.000000
94,584.761221,251.920287,1.000000
95,585.350300,249.410392,1.000000
96,585.403546,247.585461,1.000000
97,585.502930,243.937729,1.000000
98,584.808298,241.984263,1.000000
99,583.993587,237.497684,1.000000
100,583.203890,235.930308,1.000000
101,583.249919,235.239857,1.000000
102,582.818301,231.667432,1.000000
103,582.201546,231.790726,1.000000
104,580.992892,230.713844,1.000000
105,580.654585,229.212206,1.000000
106,579.891841,227.416693,1.000000
107,578.172202,208.309963,1.000000
108,578.414756,205.907045,1.000000
109,579.123122,203.068865,1.000000
110,579.263179,200.638632,1.000000
111,581.992404,214.803501,1.000000
112,582.678986,212.003054,1.000000
113,582.747053,209.256133,1.000000
114,583.486169,205.870270,1.000000
115,584.742069,205.194480,1.000000
116,582.964346,185.303691,1.000000
117,585.032755,200.865125,1.000000
118,583.314447,190.636183,1.000000
119,582.706563,191.161250,1.000000
120,582.038462,188.312217,1.000000
121,581.169508,184.509836,1.000000
122,580.081189,180.399265,1.000000
123,580.167634,175.474223,1.000000
124,580.410188,173.446716,1.000000
125,577.696555,152.940224,1.000000
126,580.317677,165.573469,1.000000
127,579.374175,153.014674,1.000000
128,581.487458,158.999093,1.000000
129,582.370458,157.683900,1.000000
130,583.363942,154.806244,1.000000
131,583.991420,152.709882,1.000000
132,585.015349,148.576747,1.000000
