frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,514.18,437.1,-173.452,93.754,197.168
1,0.033,505.6,441.18,-142.575,80.33,163.648
2,0.067,498.4,445.45,-113.691,67.737,132.34
3,0.1,493.38,449.34,-86.798,55.974,103.281
4,0.133,491.24,451.89,-61.896,45.041,76.549
5,0.167,490.58,453.59,-38.985,34.938,52.35
6,0.2,492.67,452.86,-18.066,25.666,31.387
7,0.233,491.57,453.32,0.861,17.224,17.245
8,0.267,493.94,452.4,17.797,9.612,20.227
9,0.3,495.47,452.23,32.742,2.831,32.864
10,0.333,496.71,451.72,45.695,-3.121,45.801
11,0.367,497.97,451.42,56.657,-8.242,57.253
12,0.4,499.14,450.69,65.627,-12.532,66.813
13,0.433,500.67,450.35,72.606,-15.993,74.346
14,0.467,501.5,450.14,77.593,-18.623,79.796
15,0.5,504.11,449.46,80.589,-20.422,83.136
16,0.533,507.35,448.95,77.796,-18.183,79.893
17,0.567,510.86,448.31,71.73,-14.66,73.212
18,0.6,511.9,448.45,64.69,-11.252,65.661
19,0.633,517.02,447.29,56.268,-8.557,56.915
20,0.667,519.19,447.32,48.186,-6.362,48.604
21,0.7,518.23,448.65,40.159,-4.659,40.429
22,0.733,520.73,447.42,31.685,-2.62,31.793
23,0.767,522.41,447.05,24.728,-1.135,24.754
24,0.8,525.16,446.7,17.647,0.574,17.657
25,0.833,525.0,446.84,11.428,1.813,11.571
26,0.867,525.62,446.52,5.924,3.032,6.655
27,0.9,523.94,447.47,0.171,4.266,4.27
28,0.933,522.09,447.95,-3.67,4.765,6.014
29,0.967,518.6,448.84,-6.524,5.423,8.484
30,1.0,515.59,448.98,-9.059,8.449,12.388
31,1.033,515.07,448.64,-9.629,11.577,15.058
32,1.067,517.53,447.77,-11.384,13.581,17.721
33,1.1,518.06,448.18,-13.392,12.913,18.603
34,1.133,521.44,448.84,-14.05,7.238,15.805
35,1.167,521.42,449.02,-17.966,-1.246,18.009
36,1.2,522.09,448.75,-19.301,-10.955,22.193
37,1.233,521.65,448.49,-18.5,-21.793,28.586
38,1.267,520.64,448.61,-16.655,-32.194,36.247
39,1.3,520.08,448.2,-13.367,-41.231,43.343
40,1.333,517.89,448.45,-10.622,-48.643,49.79
41,1.367,516.0,447.89,-9.013,-53.83,54.58
42,1.4,516.79,446.59,-7.748,-55.653,56.19
43,1.433,513.5,447.24,-6.884,-55.166,55.593
44,1.467,511.57,445.52,-6.45,-52.473,52.868
45,1.5,512.9,436.57,-4.968,-48.343,48.597
46,1.533,509.43,429.78,-2.424,-43.322,43.39
47,1.567,512.06,423.71,0.856,-38.039,38.049
48,1.6,513.19,420.71,3.233,-31.746,31.91
49,1.633,513.83,423.82,5.854,-24.99,25.666
50,1.667,521.37,427.06,6.167,-20.14,21.063
51,1.7,519.15,428.48,5.645,-16.11,17.071
52,1.733,520.28,429.68,3.509,-12.668,13.145
53,1.767,519.88,431.6,0.491,-11.121,11.132
54,1.8,517.37,432.29,-2.293,-10.919,11.158
55,1.833,515.4,433.44,-4.094,-10.909,11.652
56,1.867,516.27,433.43,-8.278,-15.677,17.728
57,1.9,513.7,431.11,-15.151,-26.502,30.527
58,1.933,512.53,428.6,-24.056,-41.571,48.03
59,1.967,511.81,425.27,-33.368,-62.671,71.001
60,2.0,510.49,421.4,-42.261,-86.476,96.25
61,2.033,510.28,417.83,-51.293,-111.107,122.375
62,2.067,509.46,415.22,-56.077,-132.224,143.624
63,2.1,508.86,410.93,-59.276,-149.118,160.468
64,2.133,506.89,405.07,-60.69,-161.231,172.275
65,2.167,506.22,402.79,-60.163,-170.846,181.13
66,2.2,504.73,397.87,-62.01,-177.458,187.981
67,2.233,503.62,391.33,-61.784,-180.86,191.122
68,2.267,501.4,386.28,-61.507,-182.003,192.115
69,2.3,496.32,378.1,-60.2,-179.108,188.954
70,2.333,486.61,364.7,-57.562,-174.004,183.278
71,2.367,484.7,357.81,-52.843,-165.736,173.956
72,2.4,485.49,354.82,-48.191,-153.913,161.281
73,2.433,483.84,350.01,-41.662,-138.021,144.172
74,2.467,484.81,348.05,-34.51,-120.442,125.289
75,2.5,486.05,342.1,-23.772,-94.166,97.12
76,2.533,487.36,343.34,-18.056,-78.065,80.126
77,2.567,485.93,339.15,-13.239,-61.451,62.861
78,2.6,484.73,337.42,-8.81,-45.877,46.715
79,2.633,484.27,336.04,-4.854,-31.354,31.728
80,2.667,484.23,335.8,-0.839,-17.638,17.658
81,2.7,484.89,334.71,1.69,-6.422,6.641
82,2.733,484.58,335.24,2.906,2.902,4.107
83,2.767,485.17,339.35,2.337,11.737,11.967
84,2.8,484.46,339.22,-0.911,17.982,18.005
85,2.833,485.3,343.83,-4.383,23.765,24.166
86,2.867,484.44,345.43,-5.209,32.192,32.61
87,2.9,484.6,344.96,-5.529,41.616,41.982
88,2.933,483.41,342.82,-6.2,50.015,50.397
89,2.967,483.23,343.73,-7.016,57.903,58.327
90,3.0,473.64,324.52,-8.559,63.928,64.499
91,3.033,482.67,345.16,-9.491,70.338,70.976
92,3.067,484.14,347.22,-11.554,73.562,74.464
93,3.1,484.7,350.32,-13.502,76.212,77.399
94,3.133,484.24,354.1,-15.147,77.5,78.966
95,3.167,482.82,358.9,-16.141,77.287,78.955
96,3.2,482.2,362.92,-17.674,75.557,77.596
97,3.233,480.81,366.77,-18.883,72.581,74.997
98,3.267,478.61,368.05,-20.152,67.32,70.272
99,3.3,478.65,371.01,-19.6,59.701,62.836
100,3.333,476.96,371.93,-16.596,51.385,53.999
101,3.367,476.74,373.1,-13.268,40.595,42.708
102,3.4,476.16,373.09,-8.791,28.963,30.267
103,3.433,474.92,373.01,-4.51,17.545,18.116
104,3.467,476.39,373.22,-0.767,7.047,7.089
105,3.5,477.73,373.14,2.277,-1.727,2.858
106,3.533,475.37,372.59,10.175,2.594,10.5
107,3.567,475.55,372.23,15.397,2.783,15.647
108,3.6,476.12,371.51,17.996,4.377,18.52
109,3.633,477.18,370.84,19.682,8.313,21.366
110,3.667,477.55,370.82,21.982,13.533,25.814
111,3.7,481.04,370.41,24.63,19.112,31.175
112,3.733,482.85,371.47,26.507,24.744,36.261
113,3.767,487.36,375.3,28.678,27.96,40.052
114,3.8,487.12,376.5,32.01,31.391,44.833
115,3.833,485.49,378.88,35.365,31.972,47.674
116,3.867,485.5,380.55,41.309,31.082,51.696
117,3.9,484.43,380.99,46.306,27.85,54.036
118,3.933,484.32,381.41,49.813,22.884,54.818
119,3.967,486.37,383.82,53.062,16.908,55.69
120,4.0,488.4,382.74,54.509,9.843,55.39
121,4.033,491.16,383.68,53.392,2.193,53.437
122,4.067,491.62,382.65,51.685,-6.087,52.042
123,4.1,497.51,384.41,49.974,-13.162,51.678
124,4.133,501.15,383.13,48.618,-18.43,51.995
125,4.167,501.95,382.21,46.339,-22.539,51.529
126,4.2,503.63,380.39,45.423,-24.066,51.405
127,4.233,506.93,377.51,43.388,-21.404,48.38
128,4.267,508.91,378.36,40.704,-16.532,43.933
129,4.3,509.88,375.04,35.02,-10.673,36.611
130,4.333,510.55,375.4,28.914,-4.441,29.253
131,4.367,505.71,374.42,22.342,1.135,22.371
132,4.4,505.32,374.98,16.18,5.879,17.214
133,4.433,506.47,376.07,12.118,10.236,15.863
134,4.467,506.18,376.56,7.78,13.744,15.793
