frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,614.07,328.74,-307.308,93.327,321.167
1,0.033,607.6,329.9,-290.092,86.443,302.697
2,0.067,600.57,329.22,-273.197,79.819,284.618
3,0.1,591.55,331.59,-256.623,73.454,266.929
4,0.133,584.27,334.66,-240.371,67.349,249.628
5,0.167,578.4,337.11,-224.44,61.503,232.714
6,0.2,572.07,339.87,-208.831,55.917,216.187
7,0.233,562.2,343.36,-193.543,50.591,200.046
8,0.267,553.7,345.05,-178.576,45.524,184.288
9,0.3,547.88,346.23,-163.931,40.716,168.912
10,0.333,542.57,346.97,-149.608,36.168,153.918
11,0.367,537.48,348.89,-135.606,31.879,139.303
12,0.4,533.26,350.07,-121.925,27.85,125.066
13,0.433,529.34,350.56,-108.566,24.081,111.205
14,0.467,525.31,350.94,-95.529,20.57,97.718
15,0.5,521.81,351.28,-82.813,17.32,84.604
16,0.533,519.34,351.37,-65.206,12.224,66.342
17,0.567,518.85,350.85,-48.777,7.424,49.339
18,0.6,517.31,350.95,-35.34,5.013,35.694
19,0.633,515.57,351.57,-23.122,3.57,23.396
20,0.667,515.7,352.16,-11.925,2.529,12.191
21,0.7,515.75,352.51,-3.436,2.219,4.091
22,0.733,515.13,353.21,2.44,2.172,3.267
23,0.767,517.33,352.91,7.019,1.932,7.28
24,0.8,516.56,353.32,11.901,1.343,11.977
25,0.833,517.31,353.61,15.774,1.153,15.816
26,0.867,519.05,353.21,19.437,1.327,19.483
27,0.9,519.9,352.81,22.298,1.004,22.321
28,0.933,519.37,352.91,24.334,1.019,24.355
29,0.967,520.44,352.57,24.899,2.574,25.032
30,1.0,520.7,353.04,25.859,4.277,26.21
31,1.033,519.76,353.62,25.423,7.167,26.414
32,1.067,518.98,354.71,24.612,11.122,27.008
33,1.1,521.87,354.37,22.288,16.604,27.793
34,1.133,523.63,354.69,19.01,23.589,30.295
35,1.167,523.24,355.49,16.148,31.12,35.061
36,1.2,524.24,356.07,12.255,39.069,40.946
37,1.233,524.94,357.17,6.765,46.921,47.407
38,1.267,527.52,357.88,2.132,55.715,55.756
39,1.3,527.15,360.48,-3.453,64.614,64.706
40,1.333,527.57,362.43,-8.761,73.476,73.996
41,1.367,525.73,365.45,-14.116,82.351,83.552
42,1.4,524.78,369.83,-20.888,91.519,93.872
43,1.433,523.09,373.6,-28.499,100.542,104.503
44,1.467,522.84,375.42,-35.872,108.947,114.701
45,1.5,518.94,380.5,-42.627,115.267,122.896
46,1.533,518.92,383.88,-49.256,119.677,129.417
47,1.567,516.79,387.8,-54.801,121.416,133.21
48,1.6,515.32,391.55,-58.371,120.753,134.121
49,1.633,514.18,394.67,-61.751,118.901,133.98
50,1.667,510.95,398.97,-64.505,115.407,132.211
51,1.7,509.19,403.33,-65.094,110.706,128.425
52,1.733,509.61,408.99,-64.179,104.261,122.431
53,1.767,506.29,411.47,-61.928,96.055,114.288
54,1.8,503.46,415.83,-59.811,86.946,105.532
55,1.833,500.86,419.26,-56.453,76.696,95.232
56,1.867,497.68,421.52,-52.828,66.701,85.087
57,1.9,496.45,422.44,-48.241,55.898,73.836
58,1.933,495.37,422.82,-43.093,44.375,61.856
59,1.967,494.41,422.12,-37.34,31.133,48.616
60,2.0,491.53,424.15,-32.297,18.781,37.361
61,2.033,490.79,424.74,-26.248,6.64,27.075
62,2.067,490.68,426.56,-21.058,-3.591,21.362
63,2.1,490.26,427.08,-15.84,-11.491,19.57
64,2.133,490.63,426.09,-11.58,-17.96,21.37
