subject_id,cohort_id,cohort,session,n_frames,n_valid_frames,session_duration_s,pct_time_bottom,pct_time_left,pct_time_right,pct_time_top,pct_time_junction,time_bottom_s,time_left_s,time_right_s,time_top_s,total_entries,bottom_entries,left_entries,right_entries,top_entries,most_visited_arm,arm_preference_index,successive_alternation_pct,tetrad_alternation_pct,perseveration_count,perseveration_rate_pct,entry_sequence,mean_speed_px_s,total_distance_px
PlusMazeMA7_1,MA7,ASP+Greyfurt,1,8999,8993,299.97,27.47,0.0,1.93,50.45,20.15,82.4,0.0,5.79,151.33,25,8,0,3,14,top_arm,0.56,41.67,0.0,14,58.33,R->T->T->T->B->B->R->R->T->T->T->T->B->B->T->T->B->B->B->T->T->T->B->T->T,27.79,8333.3
