scorer,MATLAB_TMaze_v1,MATLAB_TMaze_v1,MATLAB_TMaze_v1
bodyparts,body_center,body_center,body_center
coords,x,y,likelihood
0,683.800371,374.204643,1.000000
1,685.592172,374.345623,1.000000
2,687.133233,375.001132,1.000000
3,688.248603,375.827561,1.000000
4,688.358529,376.676215,1.000000
5,688.455582,377.535589,1.000000
6,688.461809,378.157397,1.000000
7,688.367167,378.537560,1.000000
8,688.229772,378.722557,1.000000
9,687.662529,378.326677,1.000000
10,686.780553,378.002676,1.000000
11,686.292547,378.010648,1.000000
12,686.627101,377.702666,1.000000
13,685.989580,377.036884,1.000000
14,685.857808,376.601509,1.000000
15,687.108627,376.251417,1.000000
16,689.301398,376.054186,1.000000
17,690.483493,375.539023,1.000000
18,692.820237,375.416116,1.000000
19,655.035123,376.619920,1.000000
20,652.954220,376.224297,1.000000
21,652.723235,376.403338,1.000000
22,651.849790,376.980305,1.000000
23,651.234371,377.446102,1.000000
24,651.295705,378.156365,1.000000
25,651.362416,378.574342,1.000000
26,651.694635,378.894991,1.000000
27,650.790785,379.453424,1.000000
28,649.795219,379.628388,1.000000
29,649.094089,379.857143,1.000000
30,648.339085,379.876588,1.000000
31,647.148977,380.369110,1.000000
32,646.765610,381.361912,1.000000
33,646.801950,381.625535,1.000000
34,647.101666,382.505390,1.000000
35,647.318703,383.217456,1.000000
36,646.684767,383.739558,1.000000
37,646.786987,384.175656,1.000000
38,645.753310,384.807013,1.000000
39,644.933253,385.450786,1.000000
40,644.532511,385.929417,1.000000
41,644.139716,386.500473,1.000000
42,644.803471,387.601533,1.000000
43,644.625417,388.167149,1.000000
44,644.806003,388.446701,1.000000
45,644.569960,388.963567,1.000000
46,644.897312,389.113045,1.000000
47,643.232702,389.434112,1.000000
48,640.979784,390.349506,1.000000
49,640.773907,390.858886,1.000000
50,637.754800,391.311589,1.000000
51,635.928981,391.545934,1.000000
52,633.753772,391.421125,1.000000
53,631.776413,390.902456,1.000000
54,630.745425,390.163076,1.000000
55,627.403883,389.521780,1.000000
56,627.723868,388.911827,1.000000
57,626.720377,389.272792,1.000000
58,625.503538,389.385377,1.000000
59,624.333968,389.582242,1.000000
60,623.714761,390.170906,1.000000
61,623.635455,390.881970,1.000000
62,623.247149,391.186875,1.000000
63,623.199953,391.325625,1.000000
64,620.893602,391.643128,1.000000
65,619.260808,391.939192,1.000000
66,619.943160,391.976415,1.000000
67,617.183068,392.190786,1.000000
68,617.040631,392.257648,1.000000
69,616.719847,392.182231,1.000000
70,617.020551,391.770793,1.000000
71,614.595885,391.858927,1.000000
72,613.162208,392.450146,1.000000
73,613.692251,392.215643,1.000000
74,612.291188,392.513665,1.000000
75,611.428127,393.281007,1.000000
76,611.061437,394.217822,1.000000
77,610.705699,394.610881,1.000000
78,611.250726,395.534706,1.000000
79,610.677917,396.605442,1.000000
80,609.865454,397.957970,1.000000
81,609.354077,399.197612,1.000000
82,609.069797,401.116495,1.000000
83,608.565926,402.177778,1.000000
84,607.896068,403.288505,1.000000
85,607.215460,405.258896,1.000000
86,605.651917,407.297443,1.000000
87,602.996927,409.731626,1.000000
88,601.334422,412.740704,1.000000
89,600.604813,414.257752,1.000000
90,599.431571,416.603014,1.000000
91,595.264996,420.118451,1.000000
92,593.033499,421.631248,1.000000
93,590.453754,424.914681,1.000000
94,589.669678,426.624268,1.000000
95,586.591459,430.319180,1.000000
96,585.076693,433.582669,1.000000
97,584.135189,437.178580,1.000000
98,581.445108,442.083571,1.000000
99,583.214985,443.388002,1.000000
100,582.519251,448.681962,1.000000
101,582.787815,451.476026,1.000000
102,583.872062,454.331731,1.000000
103,584.777960,456.100655,1.000000
104,586.016310,456.256417,1.000000
105,586.122353,456.701438,1.000000
106,585.812199,458.245586,1.000000
107,580.462054,478.679845,1.000000
108,583.483782,461.821181,1.000000
109,581.992005,463.708738,1.000000
110,581.384123,463.895609,1.000000
111,580.911979,464.513844,1.000000
112,580.636098,464.640187,1.000000
113,580.573345,463.733158,1.000000
114,580.954768,462.944685,1.000000
115,580.387613,464.102937,1.000000
116,580.274390,463.981127,1.000000
117,580.096445,464.776515,1.000000
118,579.852855,465.580128,1.000000
119,580.671457,463.873204,1.000000
120,580.010590,466.015455,1.000000
121,580.543816,465.716861,1.000000
122,580.641253,467.151650,1.000000
123,580.925694,467.409635,1.000000
124,580.298722,469.923077,1.000000
125,580.398099,471.073126,1.000000
126,579.475840,474.122637,1.000000
127,578.140100,479.107058,1.000000
128,577.715230,481.539133,1.000000
129,577.923494,480.984234,1.000000
130,577.190810,484.323468,1.000000
131,576.591176,488.978577,1.000000
132,576.390416,490.733922,1.000000
