frame,t_s,x_px,y_px,vx_px_s,vy_px_s,speed_px_s
0,0.0,612.05,373.96,-32.426,-24.766,40.802
1,0.033,611.14,373.97,-31.685,-22.826,39.051
2,0.067,609.89,373.84,-30.835,-20.949,37.279
3,0.1,609.62,373.67,-29.877,-19.137,35.48
4,0.133,609.18,373.54,-28.811,-17.388,33.651
5,0.167,608.37,373.21,-27.636,-15.702,31.785
6,0.2,607.29,372.67,-26.352,-14.081,29.878
7,0.233,607.43,372.04,-24.96,-12.523,27.926
8,0.267,606.54,371.07,-23.46,-11.029,25.923
9,0.3,604.82,369.83,-21.851,-9.598,23.866
10,0.333,603.79,368.67,-20.134,-8.231,21.752
11,0.367,602.9,368.04,-18.309,-6.928,19.576
12,0.4,601.95,367.95,-16.375,-5.689,17.335
13,0.433,600.53,368.15,-14.332,-4.513,15.026
14,0.467,599.83,368.52,-12.181,-3.401,12.647
15,0.5,599.86,369.16,-9.922,-2.353,10.197
16,0.533,599.97,369.46,-6.885,-0.338,6.893
17,0.567,600.12,369.62,-3.113,1.613,3.506
18,0.6,600.26,369.68,1.508,3.406,3.725
19,0.633,600.31,369.8,5.777,4.776,7.495
20,0.667,600.51,369.9,9.362,5.457,10.837
21,0.7,600.92,369.67,12.182,5.389,13.321
22,0.733,601.23,369.33,14.445,4.614,15.164
23,0.767,602.44,369.25,15.381,3.223,15.715
24,0.8,603.36,369.26,15.779,1.607,15.861
25,0.833,603.1,369.34,16.365,0.185,16.366
26,0.867,603.18,369.55,16.406,-0.832,16.427
27,0.9,603.6,369.98,15.556,-1.468,15.625
28,0.933,604.4,370.34,13.87,-1.905,14.0
29,0.967,604.93,370.42,11.855,-2.262,12.069
30,1.0,606.19,370.3,9.635,-2.642,9.991
31,1.033,607.39,370.12,7.207,-3.202,7.886
32,1.067,606.92,369.66,4.981,-3.781,6.253
33,1.1,605.83,369.04,3.04,-4.375,5.328
34,1.133,605.62,368.57,1.366,-4.981,5.165
35,1.167,605.73,368.32,-0.305,-5.698,5.706
36,1.2,606.2,368.21,-1.825,-6.622,6.869
37,1.233,606.53,368.25,-2.925,-7.488,8.039
38,1.267,607.11,368.33,-3.395,-8.167,8.844
39,1.3,606.65,368.22,-3.451,-8.577,9.245
40,1.333,605.14,367.88,-2.905,-8.646,9.121
41,1.367,604.28,367.5,-1.641,-8.535,8.692
42,1.4,604.13,367.05,0.051,-8.333,8.333
43,1.433,604.42,366.7,1.534,-8.404,8.543
44,1.467,605.01,366.39,2.516,-8.967,9.313
45,1.5,605.61,366.13,3.274,-9.911,10.438
46,1.533,606.15,365.79,3.311,-11.393,11.865
47,1.567,605.96,365.24,2.539,-13.416,13.654
48,1.6,605.58,364.63,1.619,-15.819,15.901
49,1.633,605.24,363.98,0.59,-18.616,18.626
50,1.667,605.88,363.39,-1.114,-21.838,21.866
51,1.7,606.64,362.99,-3.624,-25.406,25.663
52,1.733,606.98,362.41,-7.248,-29.262,30.146
53,1.767,607.12,361.81,-11.75,-33.067,35.092
54,1.8,606.51,360.82,-17.173,-36.921,40.719
55,1.833,604.84,359.36,-22.817,-40.689,46.65
56,1.867,603.4,357.86,-27.784,-44.24,52.241
57,1.9,601.95,355.99,-32.015,-47.591,57.357
58,1.933,601.33,354.16,-35.704,-50.926,62.195
59,1.967,600.86,352.34,-38.662,-54.138,66.526
60,2.0,599.87,350.1,-40.953,-57.176,70.33
61,2.033,598.66,348.03,-42.343,-59.73,73.216
62,2.067,596.73,345.84,-42.855,-61.808,75.212
63,2.1,594.26,343.47,-42.095,-63.261,75.986
64,2.133,592.26,341.46,-39.905,-64.078,75.488
65,2.167,590.85,339.75,-36.118,-63.865,73.371
66,2.2,589.67,338.08,-31.52,-63.053,70.493
67,2.233,589.09,336.52,-26.402,-61.982,67.371
68,2.267,588.48,334.21,-20.978,-60.769,64.288
69,2.3,587.95,331.95,-15.553,-59.721,61.713
70,2.333,587.35,329.5,-10.334,-59.141,60.037
71,2.367,586.78,326.93,-5.199,-59.122,59.35
72,2.4,586.54,324.46,-0.494,-60.036,60.038
73,2.433,587.0,322.69,3.828,-61.386,61.506
74,2.467,587.41,321.01,6.825,-63.668,64.033
75,2.5,588.12,319.55,8.334,-65.072,65.604
76,2.533,588.56,317.56,8.317,-66.055,66.576
77,2.567,589.11,315.65,6.758,-67.421,67.759
78,2.6,589.58,313.63,4.103,-69.93,70.05
79,2.633,590.05,311.59,0.956,-73.864,73.871
80,2.667,590.07,308.38,-2.384,-79.871,79.906
81,2.7,590.3,305.39,-5.608,-87.653,87.833
82,2.733,590.09,302.27,-8.457,-96.599,96.968
83,2.767,589.55,298.75,-10.763,-104.751,105.302
84,2.8,588.55,294.96,-12.528,-112.171,112.869
85,2.833,587.52,291.36,-13.764,-118.721,119.516
86,2.867,586.58,287.89,-14.309,-124.227,125.049
87,2.9,585.83,285.1,-14.102,-128.311,129.083
88,2.933,584.67,281.55,-13.209,-131.312,131.975
89,2.967,584.34,279.13,-11.83,-131.869,132.399
90,3.0,583.78,272.18,-9.985,-129.524,129.908
91,3.033,583.52,265.03,-8.121,-124.675,124.94
92,3.067,583.56,258.29,-6.306,-117.064,117.233
93,3.1,583.86,252.84,-5.002,-109.112,109.227
94,3.133,584.39,248.6,-4.422,-102.45,102.545
95,3.167,584.99,246.72,-4.696,-98.196,98.308
96,3.2,585.24,245.75,-5.579,-96.183,96.345
97,3.233,585.33,245.3,-7.101,-95.443,95.707
98,3.267,584.73,241.39,-8.756,-93.302,93.712
99,3.3,584.18,238.58,-10.407,-89.989,90.589
100,3.333,583.68,236.09,-11.527,-84.714,85.495
101,3.367,583.08,234.26,-12.045,-79.336,80.245
102,3.4,582.56,232.74,-11.882,-74.681,75.621
103,3.433,582.1,233.26,-11.012,-71.743,72.583
104,3.467,581.32,230.92,-9.144,-70.631,71.221
105,3.5,580.3,226.61,-6.797,-72.419,72.738
106,3.533,579.49,221.13,-3.951,-73.895,74.001
107,3.567,578.73,213.03,-0.806,-73.976,73.98
108,3.6,578.65,207.69,2.263,-72.725,72.76
109,3.633,579.11,205.11,5.024,-70.01,70.19
110,3.667,580.01,205.4,7.036,-66.847,67.216
111,3.7,581.13,208.3,7.988,-64.929,65.418
112,3.733,582.37,211.09,7.887,-65.452,65.925
113,3.767,583.04,208.71,6.716,-69.473,69.797
114,3.8,583.79,206.17,4.794,-75.006,75.16
115,3.833,583.97,200.59,2.555,-79.791,79.831
116,3.867,584.09,197.07,0.138,-84.025,84.025
117,3.9,583.99,194.2,-1.914,-86.358,86.379
118,3.933,583.53,191.91,-3.571,-87.968,88.04
119,3.967,582.73,190.03,-4.813,-90.808,90.936
120,4.0,582.01,188.75,-5.48,-94.004,94.164
121,4.033,581.26,185.12,-5.413,-97.169,97.32
122,4.067,580.44,179.78,-4.689,-99.766,99.877
123,4.1,579.92,174.67,-3.351,-99.059,99.116
124,4.133,579.39,168.37,-1.493,-94.702,94.714
125,4.167,579.28,163.23,0.684,-86.618,86.621
126,4.2,579.56,159.66,2.834,-76.669,76.722
127,4.233,580.12,158.09,4.73,-66.811,66.978
128,4.267,581.02,159.24,6.126,-57.992,58.314
129,4.3,582.39,162.1,7.095,-49.236,49.744
130,4.333,583.35,161.29,7.403,-41.687,42.339
131,4.367,584.35,161.51,7.059,-33.137,33.88
132,4.4,584.48,158.09,5.957,-24.376,25.093
133,4.433,584.35,155.74,4.029,-16.061,16.559
134,4.467,583.9,154.11,1.48,-9.488,9.603
135,4.5,583.25,152.23,-1.295,-5.357,5.511
136,4.533,582.52,151.63,-4.021,-4.531,6.058
137,4.567,581.92,152.76,-6.421,-6.428,9.086
138,4.6,581.77,153.92,-8.122,-9.679,12.636
139,4.633,581.55,154.77,-9.005,-13.962,16.614
140,4.667,581.32,154.12,-8.89,-17.826,19.92
141,4.7,581.28,154.22,-7.902,-20.906,22.349
142,4.733,581.21,153.91,-6.139,-22.638,23.456
143,4.767,581.05,152.24,-3.78,-23.418,23.721
144,4.8,580.8,150.98,-1.153,-24.202,24.229
145,4.833,580.5,151.36,1.201,-26.355,26.382
146,4.867,580.37,149.96,3.172,-28.753,28.928
147,4.9,580.37,147.83,4.387,-32.608,32.902
148,4.933,580.76,145.33,5.062,-35.43,35.79
149,4.967,581.34,143.89,5.253,-36.56,36.935
150,5.0,581.93,142.58,5.058,-37.639,37.977
151,5.033,582.39,141.33,4.627,-38.916,39.19
152,5.067,582.78,140.66,4.121,-39.204,39.42
153,5.1,582.92,139.48,3.69,-38.358,38.535
154,5.133,582.88,138.67,3.238,-36.136,36.281
155,5.167,582.76,137.97,2.825,-32.274,32.398
156,5.2,582.72,137.87,2.504,-26.794,26.911
157,5.233,582.58,137.19,2.226,-20.167,20.289
158,5.267,582.38,136.68,1.875,-14.478,14.598
159,5.3,582.23,135.54,1.47,-11.572,11.665
160,5.333,582.2,134.13,1.193,-8.404,8.488
161,5.367,582.18,132.92,1.124,-5.788,5.896
162,5.4,582.32,133.1,1.34,-2.556,2.885
163,5.433,582.49,132.28,1.802,1.456,2.317
164,5.467,582.63,129.7,2.35,5.943,6.39
165,5.5,582.87,130.75,2.85,10.297,10.684
166,5.533,583.18,135.06,3.229,13.827,14.199
167,5.567,583.53,138.06,3.432,15.125,15.51
168,5.6,583.74,139.71,3.475,15.154,15.547
169,5.633,583.82,140.12,3.324,14.49,14.866
170,5.667,583.84,138.63,3.076,13.504,13.85
171,5.7,583.77,136.92,2.716,12.176,12.475
172,5.733,583.54,133.48,2.192,9.599,9.847
173,5.767,583.53,133.28,1.613,5.794,6.014
174,5.8,583.65,139.62,1.054,0.725,1.28
175,5.833,583.63,140.72,0.518,-5.076,5.102
176,5.867,583.71,141.27,0.014,-10.896,10.896
177,5.9,583.66,139.87,-0.386,-16.102,16.106
178,5.933,583.73,137.67,-9.308,-19.914,21.982
179,5.967,583.81,135.74,-13.324,-22.92,26.512
180,6.0,583.88,133.37,-13.193,-23.335,26.806
181,6.033,583.89,131.73,-10.138,-22.351,24.543
182,6.067,583.92,133.56,-4.673,-22.016,22.506
183,6.1,583.74,133.6,11.838,-24.468,27.181
184,6.133,583.66,133.18,24.317,-26.581,36.026
185,6.167,583.46,131.55,33.056,-28.15,43.418
186,6.2,583.35,129.39,38.438,-28.906,48.095
187,6.233,583.29,128.14,41.045,-27.403,49.352
188,6.267,583.15,127.55,41.327,-21.619,46.64
189,6.3,583.01,127.41,39.448,-13.699,41.759
190,6.333,582.97,127.71,35.48,-8.135,36.4
191,6.367,582.94,128.08,29.645,-4.631,30.004
192,6.4,582.89,128.25,22.167,-3.84,22.497
193,6.433,606.61,125.63,3.835,-4.424,5.855
194,6.467,606.66,125.42,-9.912,-6.542,11.876
195,6.5,606.51,124.71,-19.371,-8.245,21.052
196,6.533,607.24,123.88,-14.799,-8.309,16.972
197,6.567,607.57,123.3,-12.143,-6.942,13.987
198,6.6,581.99,128.36,-11.003,-6.186,12.622
199,6.633,581.84,128.25,-10.976,-6.678,12.848
200,6.667,581.88,128.04,-11.951,-8.292,14.546
201,6.7,581.93,129.32,-13.605,-9.71,16.715
202,6.733,581.5,128.25,-15.477,-10.781,18.862
203,6.767,580.86,124.58,-16.927,-12.041,20.773
204,6.8,580.22,121.69,-17.27,-13.228,21.754
205,6.833,579.87,119.11,-15.895,-14.368,21.427
206,6.867,579.97,118.61,-12.179,-15.88,20.013
207,6.9,580.47,119.65,-5.502,-18.008,18.83
208,6.933,607.99,120.18,4.593,-20.821,21.321
209,6.967,609.23,123.31,4.262,-22.757,23.153
210,7.0,610.02,123.51,1.629,-24.66,24.714
211,7.033,582.4,121.87,-3.872,-25.338,25.633
212,7.067,581.59,119.85,-12.841,-25.763,28.786
213,7.1,580.46,117.49,-26.207,-25.298,36.425
214,7.133,579.3,117.1,-29.354,-26.66,39.654
215,7.167,578.61,116.82,-31.34,-27.532,41.715
216,7.2,578.5,114.94,-32.357,-27.855,42.695
217,7.233,578.71,113.57,-32.294,-28.723,43.22
218,7.267,578.91,113.18,-30.777,-29.396,42.56
219,7.3,579.1,112.11,-27.385,-28.312,39.389
220,7.333,579.37,110.68,-20.967,-28.114,35.072
221,7.367,579.54,109.5,-12.301,-24.706,27.599
222,7.4,579.57,108.55,-1.012,-19.741,19.767
223,7.433,579.87,107.84,13.065,-14.661,19.638
224,7.467,580.19,107.41,13.611,-9.982,16.879
225,7.5,580.4,107.48,8.969,-7.779,11.872
226,7.533,580.92,105.88,-1.938,-7.354,7.605
227,7.567,580.13,107.3,-3.25,-7.747,8.401
228,7.6,579.43,108.62,-4.596,-8.295,9.483
229,7.633,578.76,109.62,-6.306,-5.818,8.58
230,7.667,577.99,109.64,-7.659,-2.853,8.173
231,7.7,577.68,109.15,-8.68,0.002,8.68
232,7.733,577.52,108.33,-9.505,3.28,10.055
233,7.767,577.63,107.11,-10.018,6.604,11.999
234,7.8,577.97,105.05,-10.047,9.364,13.735
